,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,t_1_roi,t_2_roi,t_3_roi,t_4_roi,t_5_roi,t_6_roi,t_7_roi,best_treatment_roi,best_treatment,delta_coin,coin,cum_expense,delta_cum_expense,base_expense,cum_base_expense,extra_expense,cut_off_point,final_coin,treatment,if_same,tmp_label
709,2,10,13,17,67,5,2,3,0,0,6,11,1.8333333330000001,2,24681.007,4,45.52296091666722,406.92375623000055,202.6221226166654,293.2524806400006,1804.1985666400033,206.35586946333297,427.59025049333565,151.74320305555742,813.8475124600011,289.46017516666484,293.2524806400006,1387.845051261541,128.9724184145831,225.04750025965035,1387.845051261541,t_5_roi,1.3,1.4000000000000001,196.20000000000067,171.5000000000004,0.1,24.70000000000008,99.99999999999997,False,0.1,1.1,False,0.0
940,11,22,28,25,16,53,39,8,373,3,1,1,1.0,0,8145.723000000001,7,110.92283781000059,622.6494210000002,419.1821253566686,308.55771785667,1804.0233997600014,319.27176907000097,429.3128374933349,369.742792700002,1245.2988420000004,598.8316076523838,308.55771785667,1387.7103075076934,199.54485566875059,225.95412499649206,1387.7103075076934,t_5_roi,1.3,1.4000000000000001,197.60000000000068,172.8000000000004,0.1,24.800000000000082,99.99999999999997,False,0.1,2.0,False,0.0
1396,3,9,0,1,1,5,1,6,0,0,2,2,1.0,0,0.0,6,416.0306963066673,287.17805119000195,324.3219403533335,459.70835810666495,1426.5103474733294,444.84110728333366,-39.37267451333173,1386.7689876888912,574.3561023800039,463.3170576476193,459.70835810666495,1097.315651902561,278.0256920520835,-20.722460270174597,1386.7689876888912,t_1_roi,0.3,0.4,198.00000000000068,173.10000000000042,0.1,24.900000000000084,99.99999999999997,False,0.1,1.7,False,0.0
439,2,6,0,0,1,2,1,4,0,0,2,2,1.0,0,151.179,0,416.0306963066673,287.17805119000195,324.3219403533335,459.70835810666495,1426.5103474733294,444.84110728333366,-39.37267451333173,1386.7689876888912,574.3561023800039,463.3170576476193,459.70835810666495,1097.315651902561,278.0256920520835,-20.722460270174597,1386.7689876888912,t_1_roi,0.3,0.4,198.4000000000007,173.40000000000043,0.1,25.000000000000085,99.99999999999997,False,0.1,0.1,True,0.1
193,12,20,5,4,4,31,16,4,56,140,0,0,0.0,0,0.0,5,278.895270243333,692.4280235666673,566.8997800233337,631.6509788966672,1727.9305537500006,477.9519667766672,175.05074814333557,929.6509008111101,1384.8560471333346,809.8568286047625,631.6509788966672,1329.177349038462,298.719979235417,92.13197270701872,1384.8560471333346,t_2_roi,0.5,0.6,199.00000000000068,173.90000000000043,0.1,25.100000000000087,99.99999999999997,False,0.1,1.4,False,0.0
652,14,30,61,53,73,7,6,5,0,0,8,10,1.25,2,5084.906,2,-431.30848556333694,691.5338596899974,55.98258915666428,-107.52859916000034,1394.3104309366627,-64.276404966673,684.1312497133304,-1437.69495187779,1383.0677193799947,79.97512736666326,-107.52859916000034,1072.5464853358944,-40.172753104170624,360.0690787964897,1383.0677193799947,t_2_roi,0.5,0.6,199.60000000000068,174.40000000000043,0.1,25.200000000000088,99.99999999999997,False,0.1,0.6,False,0.0
52,1,2,0,0,0,0,0,4,0,0,2,2,1.0,1,0.0,7,414.7939222366677,333.8738433633348,314.64232882666687,426.83775338666464,1507.7824650366626,388.82799058666745,-45.5634245799979,1382.646407455559,667.7476867266696,449.4890411809527,426.83775338666464,1159.8326654128173,243.01749411666714,-23.980749778946265,1382.646407455559,t_1_roi,0.3,0.4,200.00000000000068,174.70000000000044,0.1,25.30000000000009,99.99999999999997,False,0.1,2.0,False,0.0
712,14,30,20,27,30,29,11,5,143,5,0,0,0.0,0,235.533,4,33.284592359999806,691.1691351366671,409.88917034333366,260.11991250333267,1791.2777041633326,326.2545629266661,385.89530470333284,110.94864119999936,1382.3382702733343,585.5559576333338,260.11991250333267,1377.9059262794865,203.9091018291663,203.10279194912255,1382.3382702733343,t_2_roi,0.5,0.6,200.60000000000068,175.20000000000044,0.1,25.40000000000009,99.99999999999997,False,0.1,1.1,False,0.0
1265,14,30,26,27,33,27,19,3,0,0,0,0,0.0,0,0.0,5,33.284592359999806,691.1691351366671,409.88917034333366,260.11991250333267,1791.2777041633326,326.2545629266661,385.89530470333284,110.94864119999936,1382.3382702733343,585.5559576333338,260.11991250333267,1377.9059262794865,203.9091018291663,203.10279194912255,1382.3382702733343,t_2_roi,0.5,0.6,201.20000000000067,175.70000000000044,0.1,25.500000000000092,99.99999999999997,False,0.1,1.4,False,0.0
263,11,23,4,3,6,15,11,6,0,0,9,9,1.0,4,718.824,1,-126.31174564000229,690.2319945699983,216.28374294333344,387.427881903332,975.3469737666646,161.44043005333378,376.9127086933358,-421.03915213334096,1380.4639891399966,308.9767756333335,387.427881903332,750.2669028974343,100.90026878333362,198.37510983859778,1380.4639891399966,t_2_roi,0.5,0.6,201.80000000000067,176.20000000000044,0.1,25.600000000000094,99.99999999999997,False,0.1,0.4,False,0.0
872,5,12,28,41,39,101,91,3,0,0,0,0,0.0,0,3064.0679999999998,5,263.8914206666668,642.7838308166693,461.5321955466652,297.39634131666753,1794.3265881066684,379.84863619999845,470.25497542666926,879.6380688888894,1285.5676616333385,659.3317079238075,297.39634131666753,1380.2512216205141,237.405397624999,247.5026186456154,1380.2512216205141,t_5_roi,1.3,1.4000000000000001,203.20000000000067,177.50000000000045,0.1,25.700000000000095,99.99999999999997,False,0.1,1.4,False,0.0
63,10,17,80,51,52,2,0,5,0,0,4,5,1.25,0,6196.092,4,51.701095249998616,450.0452477566696,232.3389175366656,-93.24505939333176,1791.901421450003,272.6699706133295,465.93663459333396,172.33698416666206,900.0904955133392,331.91273933809373,-93.24505939333176,1378.3857088076945,170.41873163333094,245.2298076807021,1378.3857088076945,t_5_roi,1.3,1.4000000000000001,204.60000000000068,178.80000000000047,0.1,25.800000000000097,99.99999999999997,False,0.1,1.1,False,0.0
1192,14,23,177,186,169,37,20,0,5188,15,1,1,1.0,0,0.0,3,4.640543969999271,650.6982476233343,397.1816978233319,254.84650705333482,1791.2854124633332,280.2755262999972,434.1766088199984,15.468479899997572,1301.3964952466686,567.4024254619027,254.84650705333482,1377.9118557410254,175.17220393749824,228.51400464210445,1377.9118557410254,t_5_roi,1.3,1.4000000000000001,206.00000000000068,180.10000000000048,0.1,25.900000000000098,99.99999999999997,False,0.1,0.8,False,0.0
1091,6,21,0,4,18,214,123,6,0,0,5,6,1.2,0,7784.895,7,171.44273350666572,688.4643919966684,350.4802667833328,398.37791525999916,1271.0062644500024,459.2548573500003,436.4438441233351,571.4757783555524,1376.9287839933368,500.6860954047612,398.37791525999916,977.6971265000018,287.0342858437502,229.7072863807027,1376.9287839933368,t_2_roi,0.5,0.6,206.60000000000068,180.60000000000048,0.1,26.0000000000001,99.99999999999997,False,0.1,2.0,False,0.0
1252,14,30,6,4,3,5,1,3,0,0,1,1,1.0,0,301.954,7,164.96845832999998,386.1370063299983,330.90830050333307,322.08676844,1787.362630779996,399.9324992133325,-19.620984609999603,549.8948611,772.2740126599966,472.7261435761901,322.08676844,1374.8943313692275,249.9578120083328,-10.326834005262949,1374.8943313692275,t_5_roi,1.3,1.4000000000000001,208.00000000000068,181.9000000000005,0.1,26.1000000000001,99.99999999999997,False,0.1,2.0,False,0.0
462,5,8,23,17,18,34,32,8,0,0,0,0,0.0,0,0.0,2,318.37317587666666,610.3358755133328,505.2969799566677,352.9329625066662,1785.4279885033352,425.10448297000175,405.32173781333535,1061.243919588889,1220.6717510266656,721.8528285095254,352.9329625066662,1373.4061450025654,265.6903018562511,213.32723042807123,1373.4061450025654,t_5_roi,1.3,1.4000000000000001,209.4000000000007,183.2000000000005,0.1,26.200000000000102,99.99999999999997,False,0.1,0.6,False,0.0
1843,14,30,19,26,34,16,2,5,0,0,1,2,2.0,1,7159.255999999999,5,-210.30966393666768,323.9802086866648,163.4857836266647,326.1574219633348,1783.0473296066648,86.68776691666426,260.9588802133294,-701.0322131222256,647.9604173733296,233.55111946666386,326.1574219633348,1371.5748689282036,54.17985432291516,137.34677905964705,1371.5748689282036,t_5_roi,1.3,1.4000000000000001,210.8000000000007,184.5000000000005,0.1,26.300000000000104,99.99999999999997,False,0.1,1.4,False,0.0
1900,4,13,0,0,3,1,0,4,0,0,2,2,1.0,0,0.0,2,411.15947798333394,279.5454297100009,315.6450539999996,451.52073644999786,1422.935330326663,439.9871572633333,-40.10366768666564,1370.5315932777798,559.0908594200018,450.9215057142852,451.52073644999786,1094.5656387128176,274.9919732895833,-21.107193519297706,1370.5315932777798,t_1_roi,0.3,0.4,211.2000000000007,184.80000000000052,0.1,26.400000000000105,99.99999999999997,False,0.1,0.6,False,0.0
1813,7,14,14,27,51,1,1,2,0,0,4,8,2.0,2,0.0,6,-12.657532509999328,158.2079175400022,65.94884888999968,155.15544458000386,1780.5637944900054,151.33774782999902,349.476328740001,-42.1917750333311,316.4158350800044,94.21264127142813,155.15544458000386,1369.6644573000042,94.58609239374938,183.93490986315842,1369.6644573000042,t_5_roi,1.3,1.4000000000000001,212.6000000000007,186.10000000000053,0.1,26.500000000000107,99.99999999999997,False,0.1,1.7,False,0.0
42,10,23,67,44,40,15,3,5,0,0,4,5,1.25,1,5267.906999999999,0,-46.774492063334954,684.8162688566681,333.4411290033313,92.80519109333454,1638.6746729433326,82.27949654332771,643.3512673633351,-155.91497354444985,1369.6325377133362,476.34447000475905,92.80519109333454,1260.518979187179,51.42468533957982,338.605930191229,1369.6325377133362,t_2_roi,0.5,0.6,213.2000000000007,186.60000000000053,0.1,26.600000000000108,99.99999999999997,False,0.1,0.1,True,0.1
1966,8,14,0,3,3,113,80,3,0,0,0,0,0.0,0,6615.11,4,410.6498963266681,611.5256258633332,510.0049917533338,705.1072084966651,1439.7740292566657,514.3013145566674,26.291280063333947,1368.8329877555605,1223.0512517266664,728.5785596476197,705.1072084966651,1107.518484043589,321.43832159791714,13.83751582280734,1368.8329877555605,t_1_roi,0.3,0.4,213.6000000000007,186.90000000000055,0.1,26.70000000000011,99.99999999999997,False,0.1,1.1,False,0.0
1576,11,18,8,17,23,0,0,3,0,0,7,11,1.571428571,1,0.0,3,-142.0350403833354,244.99735938333382,-0.1672254100030841,32.07785776333549,1779.2323220100006,103.07991687999674,307.815937416668,-473.450134611118,489.99471876666763,-0.23889344286154873,32.07785776333549,1368.6402477000004,64.42494804999797,162.0083881140358,1368.6402477000004,t_5_roi,1.3,1.4000000000000001,215.0000000000007,188.20000000000056,0.1,26.80000000000011,99.99999999999997,False,0.1,0.8,False,0.0
1509,11,27,72,101,129,73,57,6,507,0,0,0,0.0,0,0.0,1,46.34536381333237,654.544122416667,394.3775569966674,214.74412802333427,1777.7632447000015,316.00467317333187,467.70665145000197,154.48454604444123,1309.088244833334,563.3965099952392,214.74412802333427,1367.5101882307704,197.50292073333242,246.16139550000105,1367.5101882307704,t_5_roi,1.3,1.4000000000000001,216.40000000000072,189.50000000000057,0.1,26.900000000000112,99.99999999999997,False,0.1,0.4,False,0.0
414,2,6,8,4,7,7,0,6,0,0,2,2,1.0,0,0.0,2,409.64657378999766,356.568682423334,417.3252611000012,435.3114536399994,1754.460170576665,437.548116973333,147.88135463000117,1365.4885792999924,713.137364846668,596.1789444285732,435.3114536399994,1349.5847465974346,273.4675731083331,77.83229191052693,1365.4885792999924,t_1_roi,0.3,0.4,216.80000000000072,189.80000000000058,0.1,27.000000000000114,99.99999999999997,False,0.1,0.6,False,0.0
1150,8,17,6,8,14,42,22,5,85,0,1,2,2.0,1,100.162,2,102.5124924000006,464.9239135733355,329.8806458033318,553.8995586100003,1775.1032140799994,320.425763706668,290.72166533333575,341.708308000002,929.847827146671,471.2580654333312,553.8995586100003,1365.4640108307688,200.2661023166675,153.0114028070188,1365.4640108307688,t_5_roi,1.3,1.4000000000000001,218.20000000000073,191.1000000000006,0.1,27.100000000000115,99.99999999999997,False,0.1,0.6,False,0.0
1848,13,29,21,16,20,1,0,6,0,0,4,5,1.25,0,0.0,7,-9.302767340002903,469.3964589633352,179.5520685266647,-171.94098189666332,1772.8709028066696,296.5152023166638,388.31255434333525,-31.009224466676347,938.7929179266704,256.50295503809247,-171.94098189666332,1363.7468483128227,185.3220014479149,204.37502860175542,1363.7468483128227,t_5_roi,1.3,1.4000000000000001,219.60000000000073,192.4000000000006,0.1,27.200000000000117,99.99999999999997,False,0.1,2.0,False,0.0
1684,6,12,21,29,30,6,6,3,0,0,4,10,2.5,1,0.0,6,32.64750647000073,415.1776475466677,186.36292303333084,311.73178353333424,1770.5221546133353,183.02810039999713,537.16072394,108.8250215666691,830.3552950933354,266.23274719047265,311.73178353333424,1361.9401189333348,114.3925627499982,282.71617049473684,1361.9401189333348,t_5_roi,1.3,1.4000000000000001,221.00000000000074,193.7000000000006,0.1,27.300000000000118,99.99999999999997,False,0.1,1.7,False,0.0
1327,14,29,64,71,80,4,3,7,0,0,4,4,1.0,2,6705.578,0,-131.5544826733385,592.1968280766633,249.75699836999317,18.105247199999205,1770.4335724899965,10.690503649988386,445.1120847699967,-438.5149422444617,1184.3936561533267,356.7957119571331,18.105247199999205,1361.8719788384587,6.6815647812427414,234.26951829999828,1361.8719788384587,t_5_roi,1.3,1.4000000000000001,222.40000000000074,195.00000000000063,0.1,27.40000000000012,99.99999999999997,False,0.1,0.1,True,0.1
954,4,12,0,13,26,178,80,5,130,28,0,0,0.0,0,0.0,6,326.7362417833342,679.9941822200018,444.8584633866676,440.79303207333123,1519.1518398333365,586.2167401533337,269.25776285666825,1089.1208059444475,1359.9883644400036,635.5120905523823,440.79303207333123,1168.5783383333358,366.38546259583353,141.7146120298254,1359.9883644400036,t_2_roi,0.5,0.6,223.00000000000074,195.50000000000063,0.1,27.50000000000012,99.99999999999997,False,0.1,1.7,False,0.0
1058,14,19,68,59,41,0,0,6,0,0,4,5,1.25,0,680.824,7,-90.4502394300016,378.18368393333367,189.10509784999704,-124.4842286866633,1767.8065887333332,212.8646134066621,383.78741088333214,-301.50079810000534,756.3673678666673,270.15013978571005,-124.4842286866633,1359.851222102564,133.0403833791638,201.9933741491222,1359.851222102564,t_5_roi,1.3,1.4000000000000001,224.40000000000074,196.80000000000064,0.1,27.600000000000122,99.99999999999997,False,0.1,2.0,False,0.0
1033,6,10,76,38,34,26,6,4,0,0,1,1,1.0,0,0.0,6,243.8754035899992,599.8284480266692,443.23110880333206,267.79481594666777,1767.0726553366696,342.97794277333287,450.8484511200031,812.918011966664,1199.6568960533384,633.1872982904744,267.79481594666777,1359.2866579512843,214.36121423333304,237.2886584842122,1359.2866579512843,t_5_roi,1.3,1.4000000000000001,225.80000000000075,198.10000000000065,0.1,27.700000000000124,99.99999999999997,False,0.1,1.7,False,0.0
218,8,20,5,5,7,0,0,5,0,0,4,4,1.0,1,13343.255,2,265.1421702299963,454.3460081500008,284.05467923333117,243.33226498333215,1764.897097343329,293.7244125399993,227.6709409466671,883.8072340999877,908.6920163000016,405.79239890475884,243.33226498333215,1357.6131518025607,183.57775783749958,119.82681102456164,1357.6131518025607,t_5_roi,1.3,1.4000000000000001,227.20000000000076,199.40000000000066,0.1,27.800000000000125,99.99999999999997,False,0.1,0.6,False,0.0
463,5,12,2,11,10,31,14,5,0,0,0,0,0.0,0,1616.362,7,330.77055065000013,678.5198599700025,451.35054091333404,447.82002062666464,1522.478549090003,587.2703154266678,264.6880510033352,1102.5685021666673,1357.039719940005,644.7864870190486,447.82002062666464,1171.1373454538484,367.0439471416674,139.30950052807117,1357.039719940005,t_2_roi,0.5,0.6,227.80000000000075,199.90000000000066,0.1,27.900000000000126,99.99999999999997,False,0.1,2.0,False,0.0
628,14,30,26,36,49,22,9,4,0,0,1,1,1.0,0,1151.354,1,20.371972803332028,678.2013404100007,384.0939767166647,251.03008489999863,1751.5068648499982,322.14670921332885,403.8128783099974,67.90657601110676,1356.4026808200015,548.7056810238067,251.03008489999863,1347.312972961537,201.3416932583305,212.53309384736707,1356.4026808200015,t_2_roi,0.5,0.6,228.40000000000074,200.40000000000066,0.1,28.000000000000128,99.99999999999997,False,0.1,0.4,False,0.0
1548,4,9,4,2,5,17,6,7,0,0,0,0,0.0,0,0.0,4,406.6619476966675,531.0265648600001,465.44273974666663,715.3529500966642,1424.3342192499972,460.3911256666674,2.5579084433325083,1355.5398256555584,1062.0531297200002,664.9181996380952,715.3529500966642,1095.6417071153824,287.7444535416671,1.3462676017539519,1355.5398256555584,t_1_roi,0.3,0.4,228.80000000000075,200.70000000000067,0.1,28.10000000000013,99.99999999999997,False,0.1,1.1,False,0.0
1188,13,17,13,11,10,7,4,5,0,0,2,5,2.5,2,0.0,5,4.837322540001878,539.7377645033384,230.7511590999993,464.83552143000367,1760.0193586333353,295.34304477333444,419.41405833000414,16.12440846667293,1079.4755290066769,329.64451299999905,464.83552143000367,1353.8610451025656,184.58940298333403,220.74424122631797,1353.8610451025656,t_5_roi,1.3,1.4000000000000001,230.20000000000076,202.00000000000068,0.1,28.20000000000013,99.99999999999997,False,0.1,1.4,False,0.0
1578,3,5,11,5,3,1,0,5,0,0,2,2,1.0,0,0.0,3,405.7967270299973,327.96205769000017,407.77943900999884,380.6316616533304,1729.4743313366648,415.5570162533327,114.40999355333406,1352.6557567666578,655.9241153800003,582.5420557285698,380.6316616533304,1330.3648702589728,259.7231351583329,60.21578608070214,1352.6557567666578,t_1_roi,0.3,0.4,230.60000000000076,202.3000000000007,0.1,28.300000000000132,99.99999999999997,False,0.1,0.8,False,0.0
1434,6,6,70,35,21,4,1,3,0,0,4,5,1.25,0,0.0,2,168.51275683333282,398.2449854433362,270.9697560633331,-64.58383840333136,1751.5388876833374,257.96024010332803,460.0854453133352,561.7091894444427,796.4899708866724,387.09965151904726,-64.58383840333136,1347.3376059102595,161.22515006458002,242.1502343754396,1347.3376059102595,t_5_roi,1.3,1.4000000000000001,232.00000000000077,203.6000000000007,0.1,28.400000000000134,99.99999999999997,False,0.1,0.6,False,0.0
588,14,30,13,15,37,47,44,4,0,0,3,3,1.0,0,3028.847,4,-98.05418103333615,673.535416390002,336.61485042666664,151.96533000999992,1523.030273053334,289.64215191333005,446.79854470666766,-326.8472701111205,1347.070832780004,480.87835775238096,151.96533000999992,1171.5617485025646,181.02634494583128,235.15712879298297,1347.070832780004,t_2_roi,0.5,0.6,232.60000000000076,204.1000000000007,0.1,28.500000000000135,99.99999999999997,False,0.1,1.1,False,0.0
219,14,30,68,57,66,10,3,3,0,0,1,1,1.0,0,0.0,3,-42.96813678333547,636.1834298933336,363.93696279999773,182.217519656665,1749.7347947833325,265.213254013328,360.1476712533313,-143.22712261111823,1272.3668597866672,519.9099468571396,182.217519656665,1345.9498421410249,165.75828375833,189.55140592280594,1345.9498421410249,t_5_roi,1.3,1.4000000000000001,234.00000000000077,205.40000000000072,0.1,28.600000000000136,99.99999999999997,False,0.1,0.8,False,0.0
1535,10,19,5,7,18,7,6,6,0,0,6,10,1.6666666669999999,3,2646.046,4,-43.71476547666497,553.7380516333369,201.4988021233339,392.4788835766676,1749.6824607366652,243.93082040666832,445.4434550966717,-145.7158849222166,1107.4761032666738,287.8554316047627,392.4788835766676,1345.90958518205,152.4567627541677,234.44392373509038,1345.90958518205,t_5_roi,1.3,1.4000000000000001,235.40000000000077,206.70000000000073,0.1,28.700000000000138,99.99999999999997,False,0.1,1.1,False,0.0
520,13,29,121,100,138,3940,2979,3,27,6,1,1,1.0,0,10985.652,4,-1.1236045733348874,661.160573496667,381.3650341466664,174.62262983666733,1745.774474763333,270.6140018033311,447.6942349133333,-3.7453485777829583,1322.321146993334,544.8071916380949,174.62262983666733,1342.9034421256408,169.13375112708195,235.62854469122806,1342.9034421256408,t_5_roi,1.3,1.4000000000000001,236.80000000000078,208.00000000000074,0.1,28.80000000000014,99.99999999999997,False,0.1,1.1,False,0.0
1284,9,17,51,42,47,8,1,3,0,0,4,5,1.25,3,14469.19,1,-12.265351503332568,442.0774399733346,187.36401961333198,-68.72587979333093,1745.4335105600012,128.96899269999452,480.4867181933341,-40.88450501110856,884.1548799466692,267.66288516190286,-68.72587979333093,1342.6411619692317,80.60562043749657,252.8877464175443,1342.6411619692317,t_5_roi,1.3,1.4000000000000001,238.20000000000078,209.30000000000075,0.1,28.90000000000014,99.99999999999997,False,0.1,0.4,False,0.0
1067,4,4,30,21,12,3,0,5,1,2,2,3,1.5,0,0.0,5,19.447255399997626,120.38945954666723,152.15815092333102,100.87660847000096,1743.7114523366665,148.22627892666242,241.3212512933333,64.82418466665875,240.77891909333445,217.36878703333005,100.87660847000096,1341.3165017974356,92.64142432916401,127.01118489122805,1341.3165017974356,t_5_roi,1.3,1.4000000000000001,239.6000000000008,210.60000000000076,0.1,29.000000000000142,99.99999999999997,False,0.1,1.4,False,0.0
437,13,22,55,55,39,91,14,2,0,0,2,2,1.0,0,22504.023999999998,7,35.47234169999865,668.1254209433355,414.3737076666675,179.1045752933369,1742.8830414833344,286.5196838466645,553.0297379000012,118.24113899999551,1336.250841886671,591.9624395238108,179.1045752933369,1340.679262679488,179.07480240416533,291.06828310526384,1340.679262679488,t_5_roi,1.3,1.4000000000000001,241.0000000000008,211.90000000000077,0.1,29.100000000000144,99.99999999999997,False,0.1,2.0,False,0.0
1825,14,30,34,29,37,1,0,6,0,0,3,3,1.0,0,5095.090999999999,1,-135.87214098000368,352.95071673999786,169.32805403666316,-205.4107276366676,1742.0954832033303,182.217448779993,300.0054175433288,-452.9071366000123,705.9014334799957,241.89722005237596,-205.4107276366676,1340.0734486179463,113.88590548749562,157.8975881806994,1340.0734486179463,t_5_roi,1.3,1.4000000000000001,242.4000000000008,213.20000000000078,0.1,29.200000000000145,99.99999999999997,False,0.1,0.4,False,0.0
1520,12,28,13,15,22,2,0,2,0,0,7,8,1.142857143,0,13.569,3,14.19047041666363,509.334536133336,179.005630963331,-63.247915129997644,1741.2678516333353,338.0532680133283,409.8547114666672,47.30156805554543,1018.669072266672,255.72232994761572,-63.247915129997644,1339.4368089487195,211.2832925083302,215.713006035088,1339.4368089487195,t_5_roi,1.3,1.4000000000000001,243.8000000000008,214.5000000000008,0.1,29.300000000000146,99.99999999999997,False,0.1,0.8,False,0.0
1439,2,14,6,3,51,598,413,5,9,0,3,3,1.0,0,22756.564,7,229.65973713999801,669.1678333666688,455.70752498666667,310.865238006666,1586.8453372033327,405.61584535999833,524.360242143337,765.5324571333267,1338.3356667333376,651.0107499809525,310.865238006666,1220.650259387179,253.50990334999895,275.97907481228265,1338.3356667333376,t_2_roi,0.5,0.6,244.4000000000008,215.0000000000008,0.1,29.400000000000148,99.99999999999997,False,0.1,2.0,False,0.0
172,4,13,1,3,11,25,20,4,0,0,5,5,1.0,0,7044.451,6,230.99265223999828,668.2006750600026,369.88810792999993,388.8221374699978,1288.177361956667,437.79030818999945,431.5763019066689,769.9755074666609,1336.4013501200052,528.4115827571428,388.8221374699978,990.90566304359,273.61894261874966,227.14542205614154,1336.4013501200052,t_2_roi,0.5,0.6,245.0000000000008,215.5000000000008,0.1,29.50000000000015,99.99999999999997,False,0.1,1.7,False,0.0
1345,9,24,0,0,8,255,65,7,2,4,2,2,1.0,1,0.0,7,216.4926666633337,667.0585357199998,393.21834207333404,477.126057139998,1549.6468767833346,429.15321063000283,279.30736774333445,721.6422222111123,1334.1170714399996,561.7404886761915,477.126057139998,1192.0360590641035,268.22075664375177,147.00387775964973,1334.1170714399996,t_2_roi,0.5,0.6,245.6000000000008,216.0000000000008,0.1,29.60000000000015,99.99999999999997,False,0.1,2.0,False,0.0
1737,14,29,64,73,101,10,0,6,6,0,0,0,0.0,0,7886.909000000001,2,-95.10763740333459,334.39184094999933,226.05853190333343,9.603621530000963,1733.9250152233344,218.02240725333013,241.20171459666474,-317.02545801111535,668.7836818999987,322.94075986190495,9.603621530000963,1333.7884732487187,136.26400453333133,126.94827084034988,1333.7884732487187,t_5_roi,1.3,1.4000000000000001,247.0000000000008,217.3000000000008,0.1,29.700000000000152,99.99999999999997,False,0.1,0.6,False,0.0
421,10,21,6,11,21,240,112,8,0,0,0,0,0.0,0,314.887,1,182.79040482333542,661.7072420433319,477.2594025233352,417.0359520733341,1733.8283618833343,481.8952537666687,399.75362371666915,609.301349411118,1323.4144840866638,681.7991464619075,417.0359520733341,1333.7141245256416,301.18453360416794,210.39664406140483,1333.7141245256416,t_5_roi,1.3,1.4000000000000001,248.4000000000008,218.60000000000082,0.1,29.800000000000153,99.99999999999997,False,0.1,0.4,False,0.0
1527,12,24,12,22,25,3,2,7,72,0,3,5,1.6666666669999999,2,1270.774,4,-118.118881016665,351.2558608233312,100.24578479666435,247.13215464333283,1733.0884622066678,92.63516431666449,315.13054663000094,-393.72960338888333,702.5117216466624,143.2082639952348,247.13215464333283,1333.144970928206,57.896977697915304,165.8581824368426,1333.144970928206,t_5_roi,1.3,1.4000000000000001,249.8000000000008,219.90000000000083,0.1,29.900000000000155,99.99999999999997,False,0.1,1.1,False,0.0
1686,3,3,79,39,23,40,29,6,0,0,2,2,1.0,0,30460.537999999997,3,239.48169405999846,597.5939954233363,472.50201557333367,243.048657723336,1732.1086228800034,322.3035042966658,523.1629288166705,798.2723135333282,1195.1879908466726,675.0028793904767,243.048657723336,1332.3912483692334,201.4396901854161,275.3489099035108,1332.3912483692334,t_5_roi,1.3,1.4000000000000001,251.2000000000008,221.20000000000084,0.1,30.000000000000156,99.99999999999997,False,0.1,0.8,False,0.0
264,2,6,10,5,13,7,1,4,0,0,3,3,1.0,0,0.0,0,251.6356023399981,440.5492077866698,315.79258159666597,153.42294505666678,1732.1002873200018,412.99921740666514,386.1739690933341,838.7853411333269,881.0984155733396,451.13225942380853,153.42294505666678,1332.3848364000014,258.1245108791657,203.24945741754428,1332.3848364000014,t_5_roi,1.3,1.4000000000000001,252.60000000000082,222.50000000000085,0.1,30.100000000000158,99.99999999999997,False,0.1,0.1,True,0.1
10,5,9,0,0,1,10,5,7,7,4,1,1,1.0,0,0.0,2,399.7119287966693,536.8933414066678,462.00399308333505,726.0838390166658,1371.2579158966655,476.22706311666883,-19.128565806665847,1332.3730959888978,1073.7866828133356,660.0057044047644,726.0838390166658,1054.8137814589734,297.641914447918,-10.067666214034658,1332.3730959888978,t_1_roi,0.3,0.4,253.00000000000082,222.80000000000086,0.1,30.20000000000016,99.99999999999997,False,0.1,0.6,False,0.0
1960,4,11,3,4,4,8,2,7,0,0,0,0,0.0,0,0.0,7,399.7119287966693,536.8933414066678,462.00399308333505,726.0838390166658,1371.2579158966655,476.22706311666883,-19.128565806665847,1332.3730959888978,1073.7866828133356,660.0057044047644,726.0838390166658,1054.8137814589734,297.641914447918,-10.067666214034658,1332.3730959888978,t_1_roi,0.3,0.4,253.40000000000083,223.10000000000088,0.1,30.30000000000016,99.99999999999997,False,0.1,2.0,False,0.0
879,5,9,0,17,27,400,189,2,0,0,5,6,1.2,0,6542.474,4,198.04054930666598,665.8038833866699,357.63081623999915,262.5507904033329,1290.6833393400007,385.36703024666673,459.410373826669,660.1351643555533,1331.6077667733398,510.90116605714167,262.5507904033329,992.8333379538466,240.8543939041667,241.7949335929837,1331.6077667733398,t_2_roi,0.5,0.6,254.00000000000082,223.60000000000088,0.1,30.400000000000162,99.99999999999997,False,0.1,1.1,False,0.0
1328,13,29,105,92,108,19,11,0,10,4,7,8,1.142857143,1,2643.176,2,-164.24827490667212,665.2602467366632,258.4673196233298,19.15801448999628,1523.9508997833289,-15.805569373341315,620.6055882333302,-547.4942496889071,1330.5204934733265,369.2390280333283,19.15801448999628,1172.269922910253,-9.878480858338321,326.6345201228054,1330.5204934733265,t_2_roi,0.5,0.6,254.60000000000082,224.10000000000088,0.1,30.500000000000163,99.99999999999997,False,0.1,0.6,False,0.0
