,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,t_1_roi,t_2_roi,t_3_roi,t_4_roi,t_5_roi,t_6_roi,t_7_roi,best_treatment_roi,best_treatment,delta_coin,coin,cum_expense,delta_cum_expense,base_expense,cum_base_expense,extra_expense,cut_off_point,final_coin,treatment,if_same,tmp_label
104,11,20,0,0,0,4,1,4,0,0,19,26,1.368421053,1,84.77799999999999,1,419.983798730003,890.1451189666664,395.2587759866705,870.8424717166695,1560.1587467566685,883.8946865466693,832.2846953233334,1399.9459957666768,1780.2902379333327,564.6553942666721,870.8424717166695,1200.122112889745,552.4341790916683,438.04457648596497,1780.2902379333327,t_2_roi,0.5,0.6,295.0000000000009,235.50000000000006,0.1,59.500000000000576,99.99999999999997,False,0.1,0.4,False,0.0
1070,8,21,3,1,1,56,51,7,3,2,1,1,1.0,0,0.0,5,513.6601765433344,889.8808545533362,743.7657207900029,1122.6242013800006,1551.4697097800015,863.5837807233337,607.7752488066681,1712.2005884777814,1779.7617091066725,1062.5224582714327,1122.6242013800006,1193.4382382923088,539.7398629520835,319.88170989824636,1779.7617091066725,t_2_roi,0.5,0.6,295.60000000000093,236.00000000000006,0.1,59.60000000000058,99.99999999999997,False,0.1,1.4,False,0.0
1650,14,30,19,34,56,56,39,7,0,1,2,2,1.0,0,2040.006,1,-312.02339938666233,888.8723078500008,462.3597940833352,603.9645753233352,1427.3094519366705,280.27346057333403,577.2671085166685,-1040.0779979555412,1777.7446157000015,660.5139915476218,603.9645753233352,1097.9303476435925,175.17091285833376,303.8247939561413,1777.7446157000015,t_2_roi,0.5,0.6,296.20000000000095,236.50000000000006,0.1,59.70000000000058,99.99999999999997,False,0.1,0.4,False,0.0
76,14,27,96,99,85,27,20,17,0,0,2,2,1.0,1,11153.031,2,-412.03577176999534,887.9498758333392,325.1807371300047,612.0765812900007,1360.4619109966725,6.498253903334444,669.8145929066714,-1373.4525725666513,1775.8997516666784,464.543910185721,612.0765812900007,1046.5091623051326,4.061408689584027,352.53399626666913,1775.8997516666784,t_2_roi,0.5,0.6,296.800000000001,237.00000000000006,0.1,59.80000000000058,99.99999999999997,False,0.1,0.6,False,0.0
456,14,30,18,14,18,274,105,12,0,0,1,1,1.0,0,21389.366,2,-262.8730668233329,887.7782124799996,533.4599703233343,706.7388576533341,1437.8225291066692,354.4239706633307,514.1989889566656,-876.2435560777765,1775.5564249599993,762.0856718904777,706.7388576533341,1106.0173300820531,221.51498166458168,270.6310468192977,1775.5564249599993,t_2_roi,0.5,0.6,297.400000000001,237.50000000000006,0.1,59.90000000000058,99.99999999999997,False,0.1,0.6,False,0.0
1684,6,12,21,29,30,6,6,3,0,0,4,10,2.5,1,0.0,6,304.3545422899997,887.5675697666675,560.5263086366676,1279.448733910006,1616.6301230433373,666.1103803200057,877.7174298866677,1014.5151409666657,1775.135139533335,800.7518694809538,1279.448733910006,1243.5616331102594,416.3189877000035,461.9565420456146,1775.135139533335,t_2_roi,0.5,0.6,298.000000000001,238.00000000000006,0.1,60.00000000000058,99.99999999999997,False,0.1,1.7,False,0.0
1667,14,30,89,86,106,16,6,5,0,0,15,20,1.333333333,4,24063.418999999998,6,-996.2661496833324,886.7141873800057,17.33317486667056,313.3705941600101,962.6038479966664,-242.06599136333168,748.5459705733356,-3320.8871656111082,1773.4283747600114,24.761678380957946,313.3705941600101,740.4644984589742,-151.2912446020823,393.9715634596503,1773.4283747600114,t_2_roi,0.5,0.6,298.60000000000105,238.50000000000006,0.1,60.100000000000584,99.99999999999997,False,0.1,1.7,False,0.0
1960,4,11,3,4,4,8,2,7,0,0,0,0,0.0,0,0.0,7,531.9225901033342,812.4517345933368,716.5432917566701,1041.7310141533344,1464.9292287400015,811.1070423400015,470.8726626666685,1773.0753003444474,1624.9034691866736,1023.6332739381002,1041.7310141533344,1126.8686374923088,506.94190146250094,247.8277171929834,1773.0753003444474,t_1_roi,0.3,0.4,299.000000000001,238.80000000000007,0.1,60.200000000000585,99.99999999999997,False,0.1,2.0,False,0.0
566,14,30,65,114,166,436,214,6,1,9,8,11,1.375,3,4398.318,7,-905.8685889766647,886.5024175966699,55.044504563337796,512.3324966966767,1167.9274136966678,-212.38600657666663,814.4340340366725,-3019.561963255549,1773.0048351933399,78.635006519054,512.3324966966767,898.4057028435906,-132.74125411041663,428.64949159824874,1773.0048351933399,t_2_roi,0.5,0.6,299.60000000000105,239.30000000000007,0.1,60.30000000000059,99.99999999999997,False,0.1,2.0,False,0.0
1615,14,30,22,34,43,5,3,18,0,0,7,9,1.285714286,0,19.594,7,-416.14021581999896,885.8105735033313,328.1677901000039,562.9382638866673,1300.5891394633334,290.8736247333318,544.2900320199979,-1387.13405273333,1771.6211470066626,468.8111287142913,562.9382638866673,1000.4531842025641,181.79601545833236,286.468437905262,1771.6211470066626,t_2_roi,0.5,0.6,300.20000000000107,239.80000000000007,0.1,60.40000000000059,99.99999999999997,False,0.1,2.0,False,0.0
1661,6,12,20,20,28,64,3,3,23,0,4,7,1.75,0,16869.145,6,282.5154088533336,884.3226154466665,601.0977111933325,1351.086771953338,1574.9449217500025,680.744935223337,926.9925076966664,941.718029511112,1768.645230893333,858.7110159904751,1351.086771953338,1211.496093653848,425.46558451458566,487.8907935245613,1768.645230893333,t_2_roi,0.5,0.6,300.8000000000011,240.30000000000007,0.1,60.50000000000059,99.99999999999997,False,0.1,1.7,False,0.0
1496,8,13,8,6,4,103,71,7,0,0,0,0,0.0,0,0.0,2,530.4119251066671,878.8458261000028,769.8661625966682,1128.7304595766666,1565.4460086033343,846.5510239233345,622.4708654300016,1768.039750355557,1757.6916522000056,1099.808803709526,1128.7304595766666,1204.1892373871801,529.094389952084,327.61624496315875,1768.039750355557,t_1_roi,0.3,0.4,301.20000000000107,240.60000000000008,0.1,60.60000000000059,99.99999999999997,False,0.1,0.6,False,0.0
1548,4,9,4,2,5,17,6,7,0,0,0,0,0.0,0,0.0,4,528.2565783766663,828.4528791033348,727.9575013766679,1047.4391074700004,1470.731089283334,823.3072587900001,491.3941185500007,1760.8552612555545,1656.9057582066696,1039.9392876809543,1047.4391074700004,1131.331607141026,514.56703674375,258.6284834473688,1760.8552612555545,t_1_roi,0.3,0.4,301.60000000000105,240.9000000000001,0.1,60.70000000000059,99.99999999999997,False,0.1,1.1,False,0.0
592,7,13,6,13,9,28,21,9,0,0,1,1,1.0,0,0.0,3,498.67435610333314,880.2908584433341,756.9854578533336,1136.9566290166658,1542.4817364133335,847.3545813333341,645.4160932999997,1662.2478536777771,1760.5817168866681,1081.4077969333339,1136.9566290166658,1186.5244126256412,529.5966133333337,339.6926806842104,1760.5817168866681,t_2_roi,0.5,0.6,302.20000000000107,241.4000000000001,0.1,60.800000000000594,99.99999999999997,False,0.1,0.8,False,0.0
1571,6,12,11,6,4,47,1,17,0,0,2,2,1.0,0,0.0,1,528.1558375400008,540.2998449133352,452.86037161000326,821.3812736200003,1426.7085371133335,774.9960038666671,501.5813558700015,1760.5194584666694,1080.5996898266703,646.9433880142905,821.3812736200003,1097.4681054717948,484.3725024166669,263.9901873000008,1760.5194584666694,t_1_roi,0.3,0.4,302.60000000000105,241.7000000000001,0.1,60.900000000000595,99.99999999999997,False,0.1,0.4,False,0.0
1993,14,25,22,41,33,54,27,5,0,0,10,20,2.0,4,16487.519,0,-356.19912170333555,878.1660055066694,286.053664803334,1080.8379211633364,1313.3625982833335,308.08822495667033,1060.1186132566718,-1187.3304056777852,1756.3320110133388,408.64809257619146,1080.8379211633364,1010.2789217564103,192.55514059791895,557.9571648719325,1756.3320110133388,t_2_roi,0.5,0.6,303.20000000000107,242.2000000000001,0.1,61.0000000000006,99.99999999999997,False,0.1,0.1,True,0.1
162,14,30,22,21,27,68,17,22,2865,0,0,0,0.0,0,0.0,2,-318.65605415999926,877.7354683466657,485.91579460333384,666.1780354466664,1411.452462136669,292.96140694666434,509.5969650899997,-1062.1868471999976,1755.4709366933314,694.1654208619055,666.1780354466664,1085.732663182053,183.1008793416652,268.2089289947367,1755.4709366933314,t_2_roi,0.5,0.6,303.8000000000011,242.7000000000001,0.1,61.1000000000006,99.99999999999997,False,0.1,0.6,False,0.0
10,5,9,0,0,1,10,5,7,7,4,1,1,1.0,0,0.0,2,525.4077351533342,810.4080213466701,710.2001048766698,1038.4719741333342,1455.7838333400018,796.8779789900012,464.8994430766684,1751.3591171777807,1620.8160426933403,1014.5715783952427,1038.4719741333342,1119.8337179538476,498.0487368687507,244.68391740877283,1751.3591171777807,t_1_roi,0.3,0.4,304.20000000000107,243.0000000000001,0.1,61.2000000000006,99.99999999999997,False,0.1,0.6,False,0.0
208,14,30,58,60,44,17,17,4,0,0,2,2,1.0,0,23130.129,1,-637.0525148133247,875.5754866300093,278.3300811100089,371.66430069333916,1253.787164886673,-70.09091877666378,549.6858372933402,-2123.5083827110825,1751.1509732600186,397.614401585727,371.66430069333916,964.4516652974407,-43.806824235414865,289.3083354175475,1751.1509732600186,t_2_roi,0.5,0.6,304.8000000000011,243.5000000000001,0.1,61.3000000000006,99.99999999999997,False,0.1,0.4,False,0.0
537,14,30,71,59,76,196,71,4,0,0,10,11,1.1,0,4682.715,5,-817.0599379966625,874.9395432400052,175.27334051333764,406.0883204800075,1144.4295097966688,-93.14321011333323,846.986243123337,-2723.5331266555418,1749.8790864800103,250.39048644762522,406.0883204800075,880.3303921512836,-58.214506320833266,445.78223322280894,1749.8790864800103,t_2_roi,0.5,0.6,305.4000000000011,244.0000000000001,0.1,61.4000000000006,99.99999999999997,False,0.1,1.4,False,0.0
1476,8,13,6,6,6,8,3,12,0,0,1,1,1.0,1,0.0,6,506.82747125333526,874.5765526500037,664.6054536900033,1062.2416064866677,1500.1717960566687,763.2981480866694,498.07726313333575,1689.4249041777844,1749.1531053000074,949.4363624142904,1062.2416064866677,1153.978304658976,477.06134255416833,262.14592796491354,1749.1531053000074,t_2_roi,0.5,0.6,306.00000000000114,244.5000000000001,0.1,61.500000000000604,99.99999999999997,False,0.1,1.7,False,0.0
1060,14,30,24,54,76,77,11,16,0,0,7,7,1.0,0,4857.340999999999,0,-569.2056298599963,873.3552531600044,308.01920674667326,695.8012257833369,1243.8723937066698,160.9922013200021,801.2458100366665,-1897.352099533321,1746.7105063200088,440.0274382095333,695.8012257833369,956.8249182358998,100.62012582500131,421.7083210719298,1746.7105063200088,t_2_roi,0.5,0.6,306.60000000000116,245.0000000000001,0.1,61.600000000000605,99.99999999999997,False,0.1,0.1,True,0.1
909,12,28,17,20,25,4,0,4,0,0,0,0,0.0,0,6826.2609999999995,2,311.01751049666564,872.8916251866623,523.6283035533315,412.5268224266642,1723.3522164433289,763.1749385233306,565.7836530233291,1036.7250349888855,1745.7832503733246,748.0404336476165,412.5268224266642,1325.6555511102529,476.98433657708165,297.78087001227846,1745.7832503733246,t_2_roi,0.5,0.6,307.2000000000012,245.5000000000001,0.1,61.70000000000061,99.99999999999997,False,0.1,0.6,False,0.0
1583,9,15,5,8,9,8,1,9,8,3,1,1,1.0,0,226.324,4,523.5139759833341,521.7748784833348,472.80580994333695,717.3569634533333,1409.7188531266668,814.505465470001,448.66773224666764,1745.046586611114,1043.5497569666695,675.4368713476242,717.3569634533333,1084.3991177897437,509.0659159187506,236.14091170877245,1745.046586611114,t_1_roi,0.3,0.4,307.60000000000116,245.80000000000013,0.1,61.80000000000061,99.99999999999997,False,0.1,1.1,False,0.0
935,9,18,1,2,4,100,12,10,50,1,1,1,1.0,0,0.0,6,456.2352676500008,872.0814298700025,698.9779012233362,1132.1305988666672,1475.836672400002,821.893228606667,597.2933459833342,1520.7842255000028,1744.162859740005,998.5398588904803,1132.1305988666672,1135.2589787692323,513.6832678791668,314.364918938597,1744.162859740005,t_2_roi,0.5,0.6,308.2000000000012,246.30000000000013,0.1,61.90000000000061,99.99999999999997,False,0.1,1.7,False,0.0
157,14,30,87,94,137,494,345,5,4521,46,2,2,1.0,0,0.0,1,-626.925052459992,870.7928391066762,261.3349756966745,411.2099741700067,1276.788938736675,-58.15889668999717,603.3420280500067,-2089.75017486664,1741.5856782133524,373.3356795666779,411.2099741700067,982.1453374897499,-36.34931043124823,317.54843581579297,1741.5856782133524,t_2_roi,0.5,0.6,308.8000000000012,246.80000000000013,0.1,62.00000000000061,99.99999999999997,False,0.1,0.4,False,0.0
1271,4,6,0,0,4,8,6,12,0,1,2,2,1.0,1,0.0,4,477.8538831733349,869.5038073166697,623.557321363337,1062.9173082466682,1458.7030381100024,740.9459133566687,514.3292032066684,1592.8462772444498,1739.0076146333395,890.7961733761957,1062.9173082466682,1122.079260084617,463.0911958479179,270.69958063508864,1739.0076146333395,t_2_roi,0.5,0.6,309.4000000000012,247.30000000000013,0.1,62.10000000000061,99.99999999999997,False,0.1,1.1,False,0.0
1204,12,28,50,32,42,23,21,13,0,0,7,9,1.285714286,0,3190.8759999999997,7,-525.1725797999981,869.1209195933378,231.1074386300061,727.6219580033385,1187.251464693335,63.71356479000588,734.8510888466681,-1750.5752659999937,1738.2418391866756,330.1534837571516,727.6219580033385,913.2703574564115,39.82097799375367,386.76373097193056,1738.2418391866756,t_2_roi,0.5,0.6,310.00000000000125,247.80000000000013,0.1,62.200000000000614,99.99999999999997,False,0.1,2.0,False,0.0
775,7,16,0,2,3,42,26,19,41,2,3,3,1.0,0,0.0,1,440.0497283299997,868.0656624866666,657.1408928666674,1142.221799586665,1432.4807228700006,805.4976839066658,679.4881008699995,1466.8324277666657,1736.1313249733332,938.7727040952392,1142.221799586665,1101.9082483615389,503.4360524416661,357.6253162473682,1736.1313249733332,t_2_roi,0.5,0.6,310.6000000000013,248.30000000000013,0.1,62.300000000000615,99.99999999999997,False,0.1,0.4,False,0.0
1016,2,11,0,2,22,26,14,8,0,0,0,0,0.0,0,219.014,4,464.48781185666616,866.8434046333333,688.877914926667,1056.9942313733318,1531.450741776667,800.1721928866667,606.8902958233333,1548.2927061888872,1733.6868092666666,984.1113070380958,1056.9942313733318,1178.0390321358977,500.10762055416666,319.41594517017546,1733.6868092666666,t_2_roi,0.5,0.6,311.2000000000013,248.80000000000013,0.1,62.40000000000062,99.99999999999997,False,0.1,1.1,False,0.0
1878,3,6,0,0,0,57,41,9,0,0,0,0,0.0,0,0.0,6,475.35363367333366,866.4266234733354,720.0623392366693,1132.5325458666666,1488.1896046033362,803.5224091333342,587.5290826133347,1584.5121122444457,1732.8532469466709,1028.6604846238133,1132.5325458666666,1144.7612343102585,502.20150570833385,309.2258329543867,1732.8532469466709,t_2_roi,0.5,0.6,311.8000000000013,249.30000000000013,0.1,62.50000000000062,99.99999999999997,False,0.1,1.7,False,0.0
1465,5,15,2,1,5,128,123,9,0,6,0,0,0.0,0,0.0,4,479.40651277000006,864.5748590033354,722.6238564466688,1121.786942036667,1489.1694738166693,810.2865733966672,596.2588191566679,1598.0217092333337,1729.1497180066708,1032.3197949238127,1121.786942036667,1145.5149798589764,506.42910837291697,313.82043113508837,1729.1497180066708,t_2_roi,0.5,0.6,312.40000000000134,249.80000000000013,0.1,62.60000000000062,99.99999999999997,False,0.1,1.1,False,0.0
89,5,9,13,6,7,15,11,5,0,0,5,9,1.8,0,6342.119000000001,3,267.30485867000147,864.4301105100021,627.0999267000008,1412.719367733338,1456.1302277800016,691.9294949933374,836.3086426966665,891.0161955666716,1728.8602210200042,895.8570381428583,1412.719367733338,1120.100175215386,432.45593437083585,440.16244352456135,1728.8602210200042,t_2_roi,0.5,0.6,313.00000000000136,250.30000000000013,0.1,62.70000000000062,99.99999999999997,False,0.1,0.8,False,0.0
965,8,20,18,29,45,8,2,3,0,0,12,22,1.8333333330000001,1,0.0,6,38.607420296667435,863.6077693466686,410.986892310003,1106.767027970005,1330.2141033733378,567.7899085600029,922.41628013667,128.69140098889144,1727.2155386933373,587.1241318714328,1106.767027970005,1023.2416179794906,354.8686928500018,485.48225270351054,1727.2155386933373,t_2_roi,0.5,0.6,313.6000000000014,250.80000000000013,0.1,62.80000000000062,99.99999999999997,False,0.1,1.7,False,0.0
528,14,28,105,86,87,2,2,0,53,0,0,0,0.0,0,0.0,7,-451.07390618332647,863.5733375566724,325.10290504001205,248.334684736672,1338.9386789666733,62.754480246668216,404.95855931333705,-1503.579687277755,1727.1466751133448,464.4327214857315,248.334684736672,1029.952829974364,39.22155015416763,213.13608384912476,1727.1466751133448,t_2_roi,0.5,0.6,314.2000000000014,251.30000000000013,0.1,62.900000000000624,99.99999999999997,False,0.1,2.0,False,0.0
13,14,30,35,71,90,151,15,2,0,0,3,4,1.333333333,0,3324.362,7,-631.1142947766613,863.5041560033397,277.9561928400035,532.8893489400089,1324.5618052000054,-2.574721639995005,677.4964510933369,-2103.714315922204,1727.0083120066795,397.0802754857193,532.8893489400089,1018.8936963076965,-1.609201024996878,356.5770795228089,1727.0083120066795,t_2_roi,0.5,0.6,314.80000000000143,251.80000000000013,0.1,63.000000000000625,99.99999999999997,False,0.1,2.0,False,0.0
1749,14,30,108,94,107,167,98,9,419,44,6,7,1.166666667,3,47.294,4,-800.8501136233307,862.9649331200052,79.83960418666994,520.8550156333404,1176.7393177000024,-211.18598439666405,733.0189007033349,-2669.5003787444357,1725.9298662400104,114.0565774095285,520.8550156333404,905.1840905384634,-131.99124024791502,385.7994214228079,1725.9298662400104,t_2_roi,0.5,0.6,315.40000000000146,252.30000000000013,0.1,63.10000000000063,99.99999999999997,False,0.1,1.1,False,0.0
1157,2,2,1,0,0,21,5,8,0,0,1,1,1.0,0,0.0,4,517.6931554866665,806.1012636900027,693.4854407066687,1056.1386483266665,1464.0944395966674,788.3773879533337,490.4165026000009,1725.6438516222215,1612.2025273800054,990.6934867238125,1056.1386483266665,1126.2264919974364,492.73586747083357,258.1139487368426,1725.6438516222215,t_1_roi,0.3,0.4,315.80000000000143,252.60000000000014,0.1,63.20000000000063,99.99999999999997,False,0.1,1.1,False,0.0
1084,14,30,25,20,30,617,213,9,609,0,2,2,1.0,0,2.463,4,-324.0291054333302,862.6748821933342,454.49411350666924,639.652351186668,1402.7672764100046,258.2744378666648,548.935841786667,-1080.0970181111006,1725.3497643866683,649.2773050095275,639.652351186668,1079.051751084619,161.4215236666655,288.91360094035105,1725.3497643866683,t_2_roi,0.5,0.6,316.40000000000146,253.10000000000014,0.1,63.30000000000063,99.99999999999997,False,0.1,1.1,False,0.0
1297,13,29,55,52,86,108,107,2,0,0,10,13,1.3,0,0.0,7,-938.7786348899944,862.2418276233403,89.69295652333948,424.43703849667685,999.3168316333375,-181.2696195833296,811.4743048700047,-3129.2621162999812,1724.4836552466807,128.13279503334212,424.43703849667685,768.7052551025673,-113.29351223958099,427.0917394052657,1724.4836552466807,t_2_roi,0.5,0.6,317.0000000000015,253.60000000000014,0.1,63.40000000000063,99.99999999999997,False,0.1,2.0,False,0.0
1296,7,16,7,5,6,32,10,11,0,0,0,0,0.0,0,0.0,1,483.54076692666695,861.3411977166684,716.9146064366678,1142.5607218066666,1499.7081378400005,828.61705884,619.1205373266671,1611.8025564222232,1722.6823954333368,1024.163723480954,1142.5607218066666,1153.621644492308,517.885661775,325.8529143824564,1722.6823954333368,t_2_roi,0.5,0.6,317.6000000000015,254.10000000000014,0.1,63.50000000000063,99.99999999999997,False,0.1,0.4,False,0.0
1426,14,30,209,212,171,51,32,8,3608,49,5,5,1.0,1,2889.042,7,-734.4325920766623,860.3982531433368,133.88987153333798,449.51905373667336,1233.0685551466695,-158.0242174733312,766.7547745700023,-2448.108640255541,1720.7965062866735,191.2712450476257,449.51905373667336,948.5142731897457,-98.765135920832,403.55514451052755,1720.7965062866735,t_2_roi,0.5,0.6,318.2000000000015,254.60000000000014,0.1,63.600000000000634,99.99999999999997,False,0.1,2.0,False,0.0
1089,1,3,3,1,1,131,20,7,0,2,0,0,0.0,0,0.0,4,504.56049881333365,859.5675068033356,739.8213816700023,1124.037993036667,1536.3122926666688,832.0528110466677,595.2390238500016,1681.868329377779,1719.1350136066712,1056.8876881000033,1124.037993036667,1181.7786866666684,520.0330069041672,313.28369676315873,1719.1350136066712,t_2_roi,0.5,0.6,318.80000000000155,255.10000000000014,0.1,63.700000000000635,99.99999999999997,False,0.1,1.1,False,0.0
1281,8,17,7,4,8,33,30,10,0,0,0,0,0.0,0,1397.844,6,490.7772553833338,859.4514568100017,723.5379720266683,1157.5976969833332,1511.9217273366676,837.1564071866669,641.7478212300002,1635.9241846111127,1718.9029136200033,1033.6256743238118,1157.5976969833332,1163.0167133358982,523.2227544916668,337.76201117368436,1718.9029136200033,t_2_roi,0.5,0.6,319.40000000000157,255.60000000000014,0.1,63.80000000000064,99.99999999999997,False,0.1,1.7,False,0.0
1722,10,26,7,8,29,169,121,6,0,0,17,36,2.1176470590000003,4,0.0,4,-48.699057556667874,858.7547978266647,266.7838736566655,1204.2869717300034,1252.1868407866714,522.5515600233357,945.9526717233356,-162.33019185555958,1717.5095956533294,381.11981950952213,1204.2869717300034,963.220646758978,326.5947250145848,497.8698272228082,1717.5095956533294,t_2_roi,0.5,0.6,320.0000000000016,256.10000000000014,0.1,63.90000000000064,99.99999999999997,False,0.1,1.1,False,0.0
704,9,17,1,1,1,34,18,11,240,6,0,0,0.0,0,0.0,4,453.26270937666686,858.4097853833356,695.6309546900029,1131.71621191,1475.6335569400014,811.0076663900003,595.2058200200007,1510.875697922223,1716.8195707666712,993.7585067000042,1131.71621191,1135.1027361076933,506.87979149375013,313.2662210631583,1716.8195707666712,t_2_roi,0.5,0.6,320.6000000000016,256.60000000000014,0.1,64.00000000000064,99.99999999999997,False,0.1,1.1,False,0.0
1995,2,3,0,0,0,264,173,8,0,0,0,0,0.0,0,168.92700000000002,3,498.0456438633337,857.5237935566687,733.4781947900018,1120.778953016667,1527.166897266669,817.8237476966673,589.2658042600016,1660.1521462111123,1715.0475871133374,1047.8259925571456,1120.778953016667,1174.7437671282069,511.139842310417,310.13989697894823,1715.0475871133374,t_2_roi,0.5,0.6,321.20000000000164,257.10000000000014,0.1,64.10000000000063,99.99999999999997,False,0.1,0.8,False,0.0
1642,1,1,1,0,0,31,10,8,0,0,0,0,0.0,0,0.0,5,498.0456438633337,857.5237935566687,733.4781947900018,1120.778953016667,1527.166897266669,817.8237476966673,589.2658042600016,1660.1521462111123,1715.0475871133374,1047.8259925571456,1120.778953016667,1174.7437671282069,511.139842310417,310.13989697894823,1715.0475871133374,t_2_roi,0.5,0.6,321.80000000000166,257.60000000000014,0.1,64.20000000000063,99.99999999999997,False,0.1,1.4,False,0.0
1785,1,1,0,0,0,47,12,7,0,0,0,0,0.0,0,0.0,2,498.0456438633337,857.5237935566687,733.4781947900018,1120.778953016667,1527.166897266669,817.8237476966673,589.2658042600016,1660.1521462111123,1715.0475871133374,1047.8259925571456,1120.778953016667,1174.7437671282069,511.139842310417,310.13989697894823,1715.0475871133374,t_2_roi,0.5,0.6,322.4000000000017,258.10000000000014,0.1,64.30000000000062,99.99999999999997,False,0.1,0.6,False,0.0
1668,14,30,92,74,133,24,15,6,0,0,2,2,1.0,0,4859.866,0,-646.0536344499924,857.3596947966762,246.04083486667423,383.62345181000643,1250.1950832100074,-77.86382045333085,573.3866693666723,-2153.5121148333083,1714.7193895933524,351.4869069523918,383.62345181000643,961.6885255461596,-48.66488778333178,301.7824575614065,1714.7193895933524,t_2_roi,0.5,0.6,323.0000000000017,258.60000000000014,0.1,64.40000000000062,99.99999999999997,False,0.1,0.1,True,0.1
1216,3,5,2,1,1,17,15,9,0,0,1,1,1.0,0,0.0,2,463.93963135000064,857.3002368200017,721.4828625766701,1087.279349313334,1453.2851428200026,792.3180764066678,532.056664406668,1546.4654378333355,1714.6004736400034,1030.6898036809573,1087.279349313334,1117.911648323079,495.1987977541674,280.02982337193055,1714.6004736400034,t_2_roi,0.5,0.6,323.6000000000017,259.10000000000014,0.1,64.50000000000061,99.99999999999997,False,0.1,0.6,False,0.0
677,9,11,6,13,11,13,10,11,10,0,1,1,1.0,0,947.817,2,461.0170783666672,855.7365619266675,730.5209969900015,1093.9134856433334,1493.0584095833328,834.0326408533348,582.0735307400005,1536.7235945555574,1711.473123853335,1043.601424271431,1093.9134856433334,1148.506468910256,521.2704005333342,306.35448986315816,1711.473123853335,t_2_roi,0.5,0.6,324.20000000000175,259.60000000000014,0.1,64.6000000000006,99.99999999999997,False,0.1,0.6,False,0.0
636,13,24,5,5,5,8,1,5,0,0,8,9,1.125,0,840.0210000000001,6,197.16311527333252,855.4264996666661,478.83637589666984,678.33829926,1515.6519728266676,737.2070479433332,776.0024784766647,657.2103842444418,1710.8529993333323,684.0519655666712,678.33829926,1165.8861329435904,460.7544049645833,408.42235709298143,1710.8529993333323,t_2_roi,0.5,0.6,324.8000000000018,260.10000000000014,0.1,64.7000000000006,99.99999999999997,False,0.1,1.7,False,0.0
771,7,16,5,5,7,457,16,13,0,0,0,0,0.0,0,0.0,7,466.5361568166668,855.2056557933342,697.2009184800007,1136.724227889999,1487.9604327900006,833.4609960499997,619.4220993266663,1555.1205227222226,1710.4113115866685,996.0013121142869,1136.724227889999,1144.5849483000004,520.9131225312498,326.0116312245612,1710.4113115866685,t_2_roi,0.5,0.6,325.4000000000018,260.60000000000014,0.1,64.8000000000006,99.99999999999997,False,0.1,2.0,False,0.0
1963,2,3,0,0,0,17,7,9,0,0,1,1,1.0,0,0.0,1,488.90950586666673,854.6514030100011,730.113851606669,1084.6287863633333,1439.9630345400024,806.334236853334,510.47146146666734,1629.698352888889,1709.3028060200022,1043.0197880095272,1084.6287863633333,1107.6638727230786,503.95889803333375,268.6691902456144,1709.3028060200022,t_2_roi,0.5,0.6,326.0000000000018,261.10000000000014,0.1,64.90000000000059,99.99999999999997,False,0.1,0.4,False,0.0
1444,4,9,3,2,3,48,38,12,0,0,1,1,1.0,0,3831.344,2,459.95932928,854.3296120500023,703.7886439200024,1150.03399903,1483.5838629000025,810.5734487133342,586.7613295133348,1533.1977642666668,1708.6592241000046,1005.4123484571463,1150.03399903,1141.218356076925,506.60840544583385,308.82175237543936,1708.6592241000046,t_2_roi,0.5,0.6,326.60000000000184,261.60000000000014,0.1,65.00000000000058,99.99999999999997,False,0.1,0.6,False,0.0
1295,1,5,0,0,1,22,14,9,19,0,0,0,0.0,0,480.00800000000004,6,456.2250516833337,852.9934791633356,704.7681984066691,1104.9460235066672,1461.5957490766696,783.8174853700011,557.5737239300015,1520.750172277779,1705.9869583266711,1006.8117120095272,1104.9460235066672,1124.3044223666689,489.8859283562507,293.4598547000008,1705.9869583266711,t_2_roi,0.5,0.6,327.20000000000186,262.10000000000014,0.1,65.10000000000058,99.99999999999997,False,0.1,1.7,False,0.0
1360,2,5,0,0,0,16,7,8,3,0,0,0,0.0,0,0.0,0,511.60151605666715,845.7485730933348,743.5297071600021,1072.8751935133332,1478.940327203335,820.6355754166675,512.2081831133341,1705.3383868555572,1691.4971461866696,1062.1852959428602,1072.8751935133332,1137.646405541027,512.8972346354171,269.58325427017587,1705.3383868555572,t_1_roi,0.3,0.4,327.60000000000184,262.40000000000015,0.1,65.20000000000057,99.99999999999997,False,0.1,0.1,True,0.1
852,3,4,0,0,0,110,87,12,0,0,0,0,0.0,0,0.0,6,453.44447433000005,852.2858988033354,697.4454570400021,1146.7749590099995,1474.4384675000024,796.3443853633339,580.7881099233347,1511.4815811000003,1704.5717976066708,996.3506529142888,1146.7749590099995,1134.1834365384634,497.7152408520837,305.6779525912288,1704.5717976066708,t_2_roi,0.5,0.6,328.20000000000186,262.90000000000015,0.1,65.30000000000057,99.99999999999997,False,0.1,1.7,False,0.0
