,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,values,cost,final_coin,treatment,if_same,tmp_label
527,14,30,0,0,1,2,0,11,0,0,30,52,1.733333333,4,0.0,2,-1235.93,-989.174,-655.76,-406.026,78.2312,-330.995,-56.7999,0.0,0.1,0.1,0.6,False,0.0
528,14,28,105,86,87,2,2,0,53,0,0,0,0.0,0,0.0,7,-1683.87,47.4863,-658.931,165.738,640.906,-782.53,472.148,0.0,0.1,0.1,2.0,False,0.0
529,5,6,0,0,0,7,6,9,0,0,1,3,3.0,0,0.0,0,197.432,113.165,-50.6233,772.461,898.556,305.809,94.7087,0.0,0.1,0.1,0.1,True,0.1
530,14,30,72,71,84,86,36,5,1516,0,30,214,7.1333333329999995,10,8574.106,2,-2337.95,-2473.19,-1868.96,-427.534,-635.57,-829.2139999999998,-113.556,0.0,0.1,0.1,0.6,False,0.0
531,14,30,116,113,125,9,2,16,0,0,21,25,1.19047619,0,14115.966999999999,0,-2395.06,-492.887,-1152.17,17.7774,-895.0939999999998,-1562.52,636.977,0.0,0.1,0.1,0.1,True,0.1
532,2,3,0,0,0,0,0,16,0,0,0,0,0.0,0,0.0,6,314.934,236.968,256.658,654.021,782.6080000000002,486.192,224.239,314.934,0.4,0.4,1.7,False,0.0
533,14,30,81,75,125,63,2,6,0,0,7,9,1.285714286,0,9696.589,6,-1360.3,-197.487,-510.712,-270.728,65.6654,-785.2289999999998,1050.5,0.0,0.1,0.1,1.7,False,0.0
534,7,18,49,52,91,20,12,9,0,0,14,24,1.714285714,1,0.0,2,-555.589,889.03,-114.48,327.509,1071.11,-380.393,1790.73,889.03,0.6,0.6,0.6,True,0.6
535,12,27,28,20,21,51,29,7,0,0,20,23,1.15,0,3398.327,0,-612.129,769.451,8.70721,168.331,719.799,72.1533,749.365,769.451,0.6,0.6,0.1,False,0.0
536,6,16,12,18,30,60,49,10,136,11,0,0,0.0,0,4470.988,0,632.17,559.188,-43.3499,2426.36,2322.39,453.292,1058.36,2426.36,1.1,1.1,0.1,False,0.0
537,14,30,71,59,76,196,71,4,0,0,10,11,1.1,0,4682.715,5,-1226.88,622.3969999999998,-173.81799999999996,424.849,382.044,-853.054,856.7280000000002,622.3969999999998,0.6,0.6,1.4,False,0.0
538,7,14,13,48,71,3,2,2,0,0,8,23,2.875,0,0.0,6,-228.353,713.296,-307.366,-0.208981,858.8810000000002,-157.639,984.448,713.296,0.6,0.6,1.7,False,0.0
539,5,9,3,3,2,63,15,8,156,0,2,10,5.0,2,164.41099999999997,5,-173.31599999999997,159.378,-679.947,1210.04,1991.21,72.2109,528.044,1991.21,1.4000000000000001,1.4,1.4,True,1.4
540,14,30,55,60,88,138,54,16,0,0,5,7,1.4,2,6695.084,2,-1282.03,627.957,129.42700000000002,293.714,970.08,-737.885,1559.6,627.957,0.6,0.6,0.6,True,0.6
541,14,30,17,32,68,113,43,7,2217,3,0,0,0.0,0,132.004,2,-353.666,482.256,-65.9458,2374.94,1779.68,14.6207,1363.67,2374.94,1.1,1.1,0.6,False,0.0
542,2,3,0,0,0,9,3,5,0,0,0,0,0.0,0,0.0,1,434.364,464.029,463.388,712.904,1088.01,425.27,105.998,434.364,0.4,0.4,0.4,True,0.4
543,3,8,4,2,3,33,20,4,0,0,0,0,0.0,0,4468.823,4,108.949,889.828,602.659,726.12,1254.5,372.311,598.516,889.828,0.6,0.6,1.1,False,0.0
544,5,9,6,3,2,36,5,31,0,0,0,0,0.0,0,0.0,0,4.34475,331.699,323.528,831.1310000000002,1047.84,285.757,598.069,831.1310000000002,1.1,1.1,0.1,False,0.0
545,14,30,103,91,90,19,1,7,5,2,4,4,1.0,1,11030.249,6,-1459.25,101.026,-576.9490000000002,350.069,193.925,-767.31,662.012,0.0,0.1,0.1,1.7,False,0.0
546,14,30,130,126,141,67,21,9,0,0,20,33,1.65,2,4362.385,7,-2103.93,-250.79,-849.9830000000002,311.266,-1650.85,-1394.99,911.816,0.0,0.1,0.1,2.0,False,0.0
547,14,30,45,48,62,142,101,9,0,0,1,2,2.0,0,1689.079,0,-1000.74,578.849,-42.459,1105.43,807.4630000000002,-600.571,1250.82,1105.43,1.1,1.1,0.1,False,0.0
548,13,29,30,41,50,26,5,5,0,0,3,3,1.0,0,2831.9759999999997,5,-583.038,395.187,-218.79,-364.364,895.903,-245.261,890.305,395.187,0.6,0.6,1.4,False,0.0
549,14,30,32,46,75,25,2,4,0,0,25,64,2.56,0,10856.048999999999,2,-1274.75,100.051,-721.957,-642.909,28.6244,-524.607,521.05,0.0,0.1,0.1,0.6,False,0.0
550,12,26,55,35,25,18,0,3,0,21,20,125,6.25,6,7151.9490000000005,3,-238.479,-579.82,-584.08,1399.35,638.823,178.30200000000005,183.917,1399.35,1.1,1.1,0.8,False,0.0
551,14,30,63,68,108,27,4,8,0,1,4,5,1.25,0,9847.88,6,-794.073,415.578,-76.8948,-75.6987,626.34,-526.155,1084.62,415.578,0.6,0.6,1.7,False,0.0
552,12,26,28,35,35,15,8,2,79,0,0,0,0.0,0,0.0,7,-332.314,389.103,-109.081,1116.47,1744.89,-6.720110000000001,696.1419999999998,1744.89,1.4000000000000001,1.4,2.0,False,0.0
553,5,16,0,0,3,4,4,5,23,0,4,5,1.25,1,0.0,4,178.347,45.4644,-258.76,663.795,1169.45,173.638,398.772,1169.45,1.4000000000000001,1.4,1.1,False,0.0
554,10,20,2,2,2,3,0,2,0,0,19,28,1.473684211,1,0.0,4,-11.665,73.0887,-211.901,423.092,758.015,91.8202,307.06,0.0,0.1,0.1,1.1,False,0.0
555,14,27,15,11,16,30,17,11,517,0,14,19,1.357142857,0,0.0,3,-727.4580000000002,352.324,-523.099,942.974,1354.54,-56.4596,901.092,1354.54,1.4000000000000001,1.4,0.8,False,0.0
556,1,5,0,0,1,1,0,4,0,0,0,0,0.0,0,2107.02,0,492.382,279.659,488.466,675.4839999999998,1047.53,545.428,135.7,492.382,0.4,0.4,0.1,False,0.0
557,14,30,61,50,53,1,0,5,0,0,30,304,10.13333333,14,17991.665,3,-2848.13,-2898.17,-3154.18,-772.9760000000001,-793.2689999999999,-799.918,-1190.83,0.0,0.1,0.1,0.8,False,0.0
558,14,30,24,24,28,0,0,3,0,0,26,33,1.269230769,0,18836.503,2,-864.6239999999998,-123.6,-374.116,-487.79,210.864,-296.095,142.66899999999995,0.0,0.1,0.1,0.6,False,0.0
559,4,4,0,0,0,0,0,24,0,0,0,0,0.0,0,0.0,3,251.595,172.241,315.017,678.638,780.578,414.833,219.773,251.595,0.4,0.4,0.8,False,0.0
560,14,30,15,14,21,21,8,8,0,0,30,348,11.6,3,10378.66,5,-2037.23,-1504.03,-2396.97,-3.3804300000000005,103.27,-594.749,-275.199,0.0,0.1,0.1,1.4,False,0.0
561,4,4,2,1,0,7,0,4,0,0,1,1,1.0,0,2386.163,7,522.992,161.188,510.331,733.025,1075.61,439.778,80.1644,522.992,0.4,0.4,2.0,False,0.0
562,11,19,20,13,19,0,0,17,0,0,3,3,1.0,0,0.0,7,176.33599999999996,-1.16115,12.7895,300.532,716.865,284.361,426.942,0.0,0.1,0.1,2.0,False,0.0
563,2,8,0,0,0,8,2,11,0,0,0,0,0.0,0,0.0,6,336.579,235.275,314.8040000000001,671.211,999.234,513.996,43.2869,336.579,0.4,0.4,1.7,False,0.0
564,14,30,12,17,25,86,26,7,15,0,30,153,5.1,3,8703.322,0,-1016.19,-885.503,-691.893,214.736,-141.995,-407.919,510.11800000000005,0.0,0.1,0.1,0.1,True,0.1
565,14,29,25,28,29,9,1,16,0,0,28,98,3.5,5,714.7769999999999,6,-1105.36,-797.003,-669.444,-162.062,0.573695,-82.2215,250.599,0.0,0.1,0.1,1.7,False,0.0
566,14,30,65,114,166,436,214,6,1,9,8,11,1.375,3,4398.318,7,-444.455,829.0930000000002,-9.37277,2612.81,70.0756,-816.211,1150.13,2612.81,1.1,1.1,2.0,False,0.0
567,14,30,55,54,110,651,589,6,0,0,21,38,1.80952381,2,21787.272999999997,0,-1142.35,737.547,102.028,961.115,387.069,-832.268,1272.07,737.547,0.6,0.6,0.1,False,0.0
568,14,30,85,69,66,399,350,5,0,0,3,3,1.0,1,0.0,2,-1369.69,629.289,-435.709,914.583,367.9980000000001,-1072.0,688.314,629.289,0.6,0.6,0.6,True,0.6
569,14,19,29,47,38,42,33,14,0,0,7,8,1.142857143,5,16218.792,7,-497.415,707.177,-40.6104,19.7455,782.695,-373.271,1145.99,707.177,0.6,0.6,2.0,False,0.0
570,9,22,7,8,14,2,1,3,0,0,3,4,1.333333333,1,4625.289000000001,4,429.048,68.6496,-7.7606199999999985,333.27,1084.39,232.281,88.63,429.048,0.4,0.4,1.1,False,0.0
571,14,27,85,82,81,32,25,4,0,0,5,7,1.4,1,2871.172,5,-1442.03,574.906,-217.897,-327.705,228.928,-909.112,659.549,574.906,0.6,0.6,1.4,False,0.0
572,14,30,32,40,47,89,42,12,21,0,15,21,1.4,1,4930.088,4,-958.354,390.359,-337.798,203.154,641.48,-380.628,868.095,390.359,0.6,0.6,1.1,False,0.0
573,10,21,2,3,21,43,24,10,0,0,10,18,1.8,8,414.714,4,-674.007,-799.788,-739.5039999999998,171.139,451.704,154.588,409.842,0.0,0.1,0.1,1.1,False,0.0
574,14,16,10,14,10,0,0,2,0,0,17,113,6.647058824,0,3228.639,2,-270.443,-158.724,-644.89,478.942,593.6990000000002,352.48800000000006,118.616,0.0,0.1,0.1,0.6,False,0.0
575,14,27,46,46,55,34,26,5,28,1,2,3,1.5,0,911.337,7,-826.935,353.426,-11.7341,774.928,752.2560000000002,-241.913,1130.05,774.928,1.1,1.1,2.0,False,0.0
576,9,9,7,20,12,1,0,7,0,0,10,35,3.5,2,6177.536999999999,0,6.43291,127.369,-261.843,595.35,938.894,326.404,466.457,0.0,0.1,0.1,0.1,True,0.1
577,14,28,8,9,14,11,5,7,0,0,13,18,1.384615385,2,15535.43,3,-597.521,237.482,41.0885,195.786,904.206,244.593,510.347,0.0,0.1,0.1,0.8,False,0.0
578,14,30,77,64,70,0,0,10,0,0,20,24,1.2,0,13935.972,5,-1701.8,-19.9629,-941.405,-913.368,-25.2608,-1020.55,-362.649,0.0,0.1,0.1,1.4,False,0.0
579,14,30,40,52,74,18,5,2,4,0,10,10,1.0,1,7767.345,0,-886.9630000000002,537.089,60.8576,-219.155,901.578,-527.602,932.915,537.089,0.6,0.6,0.1,False,0.0
580,14,30,83,112,138,2255,74,21,6285,40,30,51,1.7,2,1396.2120000000002,4,-603.357,-365.61800000000005,-846.488,2448.86,-214.236,-785.61,712.1110000000001,2448.86,1.1,1.1,1.1,True,1.1
581,9,25,0,2,3,3,1,3,0,0,24,52,2.166666667,3,10248.573,5,-377.633,-141.183,-591.876,215.246,306.223,-68.8994,70.0014,0.0,0.1,0.1,1.4,False,0.0
582,4,7,0,4,4,99,9,7,0,0,2,2,1.0,2,0.0,0,-59.9607,566.74,471.264,760.535,1235.31,399.048,722.975,1235.31,1.4000000000000001,1.4,0.1,False,0.0
583,5,11,72,39,62,903,1,4,0,0,10,12,1.2,0,0.0,7,-821.798,319.407,-364.262,218.789,589.76,-520.611,750.779,0.0,0.1,0.1,2.0,False,0.0
584,1,1,0,0,0,15,12,5,0,0,1,2,2.0,0,0.0,2,333.44699999999995,500.939,-53.4253,658.686,842.9689999999998,225.474,31.7519,500.939,0.6,0.6,0.6,True,0.6
585,8,13,6,75,69,0,0,8,0,0,7,13,1.857142857,6,8674.916,2,-457.899,644.811,-399.598,-336.32199999999995,989.167,-15.1096,572.401,644.811,0.6,0.6,0.6,True,0.6
586,14,29,28,35,101,5,5,6,0,0,8,12,1.5,4,1056.894,5,-537.387,540.716,-25.2977,-644.2130000000002,930.693,-181.084,1465.14,540.716,0.6,0.6,1.4,False,0.0
587,13,29,77,94,110,8,3,3,0,0,10,15,1.5,0,11817.581,4,-1497.07,229.711,-480.077,-685.118,89.0406,-516.9730000000002,822.163,0.0,0.1,0.1,1.1,False,0.0
588,14,30,13,15,37,47,44,4,0,0,3,3,1.0,0,3028.847,4,-549.222,659.693,363.18300000000005,99.5358,1252.45,52.8281,716.8430000000002,659.693,0.6,0.6,1.1,False,0.0
589,6,10,1,3,5,4,0,10,0,0,2,2,1.0,0,3712.4,5,472.987,-48.3535,205.874,612.1080000000002,885.453,567.726,218.019,472.987,0.4,0.4,1.4,False,0.0
590,14,30,49,48,53,37,4,18,0,0,28,53,1.892857143,0,7039.358,3,-1599.98,-671.806,-603.2959999999998,-463.552,160.429,-818.552,656.1419999999998,0.0,0.1,0.1,0.8,False,0.0
591,13,26,3,4,5,18,3,6,0,0,24,29,1.208333333,2,630.31,2,-729.154,89.2032,-161.412,196.421,658.047,193.303,91.184,0.0,0.1,0.1,0.6,False,0.0
592,7,13,6,13,9,28,21,9,0,0,1,1,1.0,0,0.0,3,117.187,560.7230000000002,527.862,659.023,1036.64,448.203,860.091,560.7230000000002,0.6,0.6,0.8,False,0.0
593,14,30,22,22,30,1432,836,4,124,0,9,13,1.4444444440000002,3,2499.741,7,-459.36300000000006,492.152,-2.7734,1828.93,1798.51,-314.778,897.31,1828.93,1.1,1.1,2.0,False,0.0
594,4,15,0,1,1,0,0,3,0,0,12,21,1.75,0,280.67,4,208.187,105.133,-294.883,579.383,703.023,223.593,364.413,0.0,0.1,0.1,1.1,False,0.0
595,3,3,5,2,1,4,2,4,0,0,4,15,3.75,2,10997.696000000002,4,273.387,119.895,-32.7145,723.1289999999998,916.693,236.71400000000003,145.321,273.387,0.4,0.4,1.1,False,0.0
596,4,7,0,1,0,2,1,5,0,0,1,1,1.0,0,0.0,5,483.36300000000006,141.779,329.024,617.7130000000002,994.054,505.626,164.46,483.36300000000006,0.4,0.4,1.4,False,0.0
597,14,30,86,131,158,2,1,5,0,0,30,331,11.03333333,5,21616.869,5,-2369.97,-1248.54,-2518.2,-643.258,-1362.19,-1065.56,-321.5540000000001,0.0,0.1,0.1,1.4,False,0.0
598,14,30,26,28,38,0,0,9,0,0,30,127,4.233333333,12,0.0,1,-2327.16,-2461.9,-1485.28,-650.3240000000002,-360.546,3.30997,-867.99,0.0,0.1,0.1,0.4,False,0.0
599,12,24,5,4,12,28,10,6,0,0,11,14,1.2727272729999999,1,3331.208,3,-267.453,682.547,75.0027,402.529,877.4019999999998,386.187,713.1,682.547,0.6,0.6,0.8,False,0.0
600,4,4,0,0,0,1,0,8,0,0,4,9,2.25,2,0.0,7,366.074,45.5849,-111.03,645.494,789.738,256.271,83.1932,366.074,0.4,0.4,2.0,False,0.0
601,14,30,38,44,96,3,0,3,0,0,11,14,1.2727272729999999,2,3226.205,0,-770.6310000000002,590.432,22.2996,-871.314,701.8989999999999,-377.048,1061.93,590.432,0.6,0.6,0.1,False,0.0
602,14,30,42,40,53,257,83,11,844,23,3,9,3.0,2,588.28,2,159.241,198.484,-177.455,3260.24,1636.58,-371.11,1165.69,3260.24,1.1,1.1,0.6,False,0.0
603,2,5,5,3,4,1,1,10,4,0,0,0,0.0,0,0.0,7,314.026,28.3135,249.505,679.1060000000001,906.703,391.29,151.709,314.026,0.4,0.4,2.0,False,0.0
604,14,30,21,15,20,108,81,7,0,9,2,2,1.0,0,678.309,2,241.058,624.056,590.965,2022.43,1321.58,75.9491,1159.53,2022.43,1.1,1.1,0.6,False,0.0
605,14,30,3,3,3,0,0,6,0,0,30,339,11.3,3,2884.04,5,-1725.43,-1551.93,-2510.88,44.8788,41.663,-402.989,-673.462,0.0,0.1,0.1,1.4,False,0.0
606,14,29,61,49,80,9,4,5,0,0,1,1,1.0,1,0.0,3,-758.179,749.6089999999998,-38.3383,-463.789,856.735,-551.694,892.7510000000002,749.6089999999998,0.6,0.6,0.8,False,0.0
607,14,30,49,45,63,27,14,4,0,0,1,1,1.0,0,9521.902,1,-877.5139999999999,526.65,-13.1596,-96.8848,1226.7,-498.822,902.27,1226.7,1.4000000000000001,1.4,0.4,False,0.0
608,5,9,0,2,4,0,0,5,0,0,3,5,1.6666666669999999,1,0.0,4,384.17800000000005,15.3211,-48.9639,472.54,762.273,233.581,-29.4577,384.17800000000005,0.4,0.4,1.1,False,0.0
609,14,30,52,45,56,6,3,9,0,0,30,209,6.966666667,22,39487.7,7,-2812.48,-3002.14,-1710.28,-721.831,-725.953,-593.96,-911.811,0.0,0.1,0.1,2.0,False,0.0
610,14,30,104,79,86,13,6,7,16573,20,19,27,1.4210526319999999,1,5619.723000000001,5,-990.404,73.7668,-612.18,1290.47,397.892,-783.342,634.4540000000002,1290.47,1.1,1.1,1.4,False,0.0
611,14,28,34,49,65,2,0,9,0,0,1,1,1.0,0,22323.725,2,-683.159,623.969,-169.067,-314.571,951.343,-77.464,928.619,623.969,0.6,0.6,0.6,True,0.6
612,13,26,25,21,27,0,0,21,0,0,7,12,1.714285714,2,1916.346,5,-400.158,-117.58,-434.24300000000005,-202.356,777.643,-192.141,359.981,0.0,0.1,0.1,1.4,False,0.0
613,14,30,6,7,9,68,48,5,0,0,1,1,1.0,0,254.08,5,-410.136,768.165,558.736,488.541,1465.97,250.57,954.967,1465.97,1.4000000000000001,1.4,1.4,True,1.4
614,10,19,76,64,67,4,3,4,0,0,1,1,1.0,0,78.816,0,-814.062,302.471,-369.009,-439.396,925.102,-630.504,102.691,0.0,0.1,0.1,0.1,True,0.1
615,3,5,1,1,0,2,2,2,0,0,0,0,0.0,0,0.0,4,434.404,297.447,449.07,618.98,992.302,339.0019999999999,77.6981,434.404,0.4,0.4,1.1,False,0.0
616,8,13,0,1,1,6,3,16,0,0,4,4,1.0,4,0.0,7,387.05300000000005,221.893,11.3663,492.923,951.025,285.904,356.265,387.05300000000005,0.4,0.4,2.0,False,0.0
617,14,30,6,6,5,1,0,10,0,0,30,351,11.7,1,3173.785,7,-1922.81,-1584.75,-2491.73,-55.1,120.543,-442.294,-459.67,0.0,0.1,0.1,2.0,False,0.0
618,5,10,2,1,1,28,18,5,0,0,5,6,1.2,5,6480.007,1,203.208,652.545,173.13299999999995,406.86800000000005,1182.34,291.65,514.7819999999998,652.545,0.6,0.6,0.4,False,0.0
619,14,30,116,105,140,2,0,14,0,0,30,40,1.333333333,1,17079.936,5,-2420.38,-863.625,-1387.5,-226.599,-1158.14,-1248.24,418.595,0.0,0.1,0.1,1.4,False,0.0
620,9,25,4,10,45,3,2,4,0,0,10,17,1.7,3,0.0,2,-261.289,157.017,-262.472,50.283,750.0219999999998,545.429,241.096,0.0,0.1,0.1,0.6,False,0.0
621,5,13,32,25,33,3,2,8,0,0,3,3,1.0,1,18593.875,7,234.718,74.3636,141.482,129.043,1193.4,75.7937,446.284,1193.4,1.4000000000000001,1.4,2.0,False,0.0
622,5,15,51,36,61,49,6,7,0,1,7,9,1.285714286,2,10458.266,0,-179.04,465.372,126.447,515.275,1202.5,-264.999,1015.89,1202.5,1.4000000000000001,1.4,0.1,False,0.0
623,5,11,1,2,3,0,0,4,0,0,6,11,1.8333333330000001,4,195.71,1,444.708,-81.2116,-137.035,431.527,821.1189999999998,184.164,183.797,444.708,0.4,0.4,0.4,True,0.4
624,14,18,107,104,65,1,1,13,221,0,0,0,0.0,0,18306.38,3,-1412.89,184.643,-681.154,429.411,660.541,-557.4590000000002,215.587,0.0,0.1,0.1,0.8,False,0.0
625,14,30,61,59,59,29,16,3,0,0,30,268,8.933333333,0,5077.241,3,-1648.99,-1222.19,-2256.12,-534.351,-21.0507,-896.1260000000002,-320.206,0.0,0.1,0.1,0.8,False,0.0
626,7,10,2,1,1,2,0,9,0,0,5,9,1.8,2,210.89700000000002,2,427.841,-85.4816,-61.1896,598.144,878.47,224.901,94.9895,427.841,0.4,0.4,0.6,False,0.0
627,13,29,58,57,86,10,8,18,0,0,11,16,1.454545455,1,11537.553,7,-1400.67,557.2180000000002,-195.121,-600.055,539.243,-791.059,1169.58,557.2180000000002,0.6,0.6,2.0,False,0.0
628,14,30,26,36,49,22,9,4,0,0,1,1,1.0,0,1151.354,1,-644.518,495.806,-5.92084,79.6341,1049.63,-18.0939,784.345,495.806,0.6,0.6,0.4,False,0.0
629,10,10,38,36,22,1,0,4,0,0,11,85,7.727272727000001,8,3346.869,6,-563.062,-1618.46,-1276.02,-373.331,304.255,34.4791,174.43900000000005,0.0,0.1,0.1,1.7,False,0.0
630,11,11,46,34,20,1,1,12,0,0,11,13,1.181818182,0,0.0,3,-407.194,48.4516,329.9290000000001,215.289,802.3910000000002,95.0252,608.56,0.0,0.1,0.1,0.8,False,0.0
631,14,30,26,31,35,553,304,9,247,0,0,0,0.0,0,0.0,2,-549.174,467.296,88.1481,2330.21,1610.7,-63.0263,1192.1,2330.21,1.1,1.1,0.6,False,0.0
632,7,16,6,6,8,2,0,4,0,0,0,0,0.0,0,9178.689,4,539.8480000000002,212.501,610.442,618.281,1152.11,613.891,406.86800000000005,539.8480000000002,0.4,0.4,1.1,False,0.0
633,1,2,0,0,0,7,4,12,0,0,0,0,0.0,0,0.0,2,342.043,411.26,405.051,744.0880000000002,871.5889999999998,480.859,51.5824,342.043,0.4,0.4,0.6,False,0.0
634,11,26,1,4,5,2,1,3,0,0,23,34,1.47826087,1,275.772,7,-567.46,232.58,-342.021,63.996,613.482,139.092,29.5359,0.0,0.1,0.1,2.0,False,0.0
635,14,30,171,177,213,199,76,6,14100,3,6,9,1.5,0,0.0,7,-1253.37,-19.0562,-589.511,2909.03,-451.811,-1013.5,1155.75,2909.03,1.1,1.1,2.0,False,0.0
636,13,24,5,5,5,8,1,5,0,0,8,9,1.125,0,840.0210000000001,6,-190.724,42.6637,104.857,411.349,748.217,434.91,494.189,0.0,0.1,0.1,1.7,False,0.0
637,14,30,7,9,16,8,1,9,0,0,30,220,7.333333333,17,467.608,5,-2547.58,-3060.81,-1804.16,-450.081,-517.7090000000002,-697.125,-1191.82,0.0,0.1,0.1,1.4,False,0.0
638,1,3,0,0,0,6,6,13,0,0,0,0,0.0,0,0.0,1,286.195,610.229,351.2340000000001,686.0889999999998,815.065,423.823,228.483,610.229,0.6,0.6,0.4,False,0.0
639,14,30,41,51,56,0,0,4,0,0,30,66,2.2,2,11343.362,6,-1386.68,-579.261,-741.035,-837.796,-53.244,-469.273,254.304,0.0,0.1,0.1,1.7,False,0.0
640,1,2,0,0,0,16,1,4,0,0,0,0,0.0,0,0.0,6,500.11300000000006,297.421,394.191,773.525,1173.36,596.696,5.22285,500.11300000000006,0.4,0.4,1.7,False,0.0
641,13,29,0,0,0,4,2,13,0,0,29,36,1.24137931,0,0.0,0,-952.642,-485.978,-428.174,-230.662,-134.925,77.8568,371.685,0.0,0.1,0.1,0.1,True,0.1
642,5,11,0,0,0,0,0,5,0,0,2,3,1.5,0,0.0,6,456.941,-35.1617,160.64700000000005,582.332,750.654,263.823,52.4658,456.941,0.4,0.4,1.7,False,0.0
643,10,21,55,60,97,5,4,4,0,0,4,6,1.5,1,2406.377,4,-434.661,726.427,305.325,-354.402,931.947,-615.38,1396.46,726.427,0.6,0.6,1.1,False,0.0
644,9,25,2,2,4,14,3,17,0,0,1,1,1.0,0,1155.077,3,-91.1202,180.571,220.516,765.8739999999998,802.5110000000002,276.915,364.544,0.0,0.1,0.1,0.8,False,0.0
645,14,30,80,75,95,4,0,5,0,0,28,44,1.571428571,1,5055.883,0,-1809.59,-391.284,-931.831,-1022.99,-292.076,-995.665,332.515,0.0,0.1,0.1,0.1,True,0.1
646,14,29,30,27,44,0,0,12,0,0,11,13,1.181818182,3,2212.365,0,-604.025,192.376,-414.953,-681.92,853.405,182.988,330.233,0.0,0.1,0.1,0.1,True,0.1
647,13,22,65,50,47,11,7,6,0,0,9,18,2.0,2,0.0,2,-855.63,433.752,-185.86,-187.397,584.919,-157.517,528.743,433.752,0.6,0.6,0.6,True,0.6
648,14,30,3,6,9,43,21,15,1,0,30,45,1.5,0,187.979,3,-1308.24,-311.767,-478.372,-143.254,-160.451,-429.119,628.307,0.0,0.1,0.1,0.8,False,0.0
649,14,30,33,47,52,3,0,9,0,0,5,7,1.4,0,7079.7390000000005,0,-590.035,108.55,-384.6880000000001,-463.798,687.8,-76.2949,993.594,0.0,0.1,0.1,0.1,True,0.1
650,13,29,9,6,7,7,3,3,0,0,27,65,2.407407407,6,1050.1,0,-880.28,-432.616,-650.139,-359.849,-42.0703,-135.713,-104.5,0.0,0.1,0.1,0.1,True,0.1
651,14,30,21,15,19,1,0,3,0,0,29,54,1.862068966,2,51.9,0,-908.884,-556.543,-544.6659999999998,-470.86300000000006,59.3783,-303.68,-42.7281,0.0,0.1,0.1,0.1,True,0.1
652,14,30,61,53,73,7,6,5,0,0,8,10,1.25,2,5084.906,2,-972.96,513.012,-211.707,-771.3439999999998,530.9159999999998,-763.2460000000002,497.409,513.012,0.6,0.6,0.6,True,0.6
653,1,3,0,0,0,1,0,11,0,0,1,1,1.0,0,0.0,6,369.041,51.6751,241.338,701.42,874.302,490.349,102.179,369.041,0.4,0.4,1.7,False,0.0
654,7,21,3,3,2,27,6,8,0,0,18,22,1.222222222,1,18.295,1,-151.034,543.57,-77.6405,584.286,945.215,222.176,849.485,543.57,0.6,0.6,0.4,False,0.0
655,4,8,0,0,0,28,4,3,0,0,0,0,0.0,0,0.0,3,284.899,554.004,500.5,717.925,1343.23,516.307,284.873,1343.23,1.4000000000000001,1.4,0.8,False,0.0
656,14,29,57,45,48,0,0,8,0,0,24,42,1.75,4,6240.956,5,-1374.6,-272.655,-1064.08,-610.025,110.855,-324.388,57.7795,0.0,0.1,0.1,1.4,False,0.0
657,14,21,115,114,115,15,0,6,0,0,18,32,1.7777777780000001,4,3572.778,1,-1833.71,-242.326,-748.8739999999998,-503.463,-868.615,-886.148,713.275,0.0,0.1,0.1,0.4,False,0.0
658,8,22,3,18,28,23,1,4,0,0,4,9,2.25,4,0.0,2,381.071,79.4218,-291.455,319.97,1002.67,311.18,451.535,381.071,0.4,0.4,0.6,False,0.0
659,14,30,69,64,109,161,20,7,0,0,8,8,1.0,1,13099.955,3,-1188.41,454.212,-220.507,292.346,367.016,-772.676,1378.79,454.212,0.6,0.6,0.8,False,0.0
660,14,30,26,27,29,9,1,7,0,0,24,33,1.375,0,945.6410000000001,4,-1113.5,-175.57299999999995,-422.286,-431.647,288.999,-161.553,167.007,0.0,0.1,0.1,1.1,False,0.0
661,13,28,10,8,7,0,0,4,0,0,23,36,1.565217391,2,72.363,0,-686.938,278.428,-333.31699999999995,-10.9528,483.548,-108.425,128.762,0.0,0.1,0.1,0.1,True,0.1
662,5,10,35,22,30,3,1,11,0,0,2,3,1.5,2,24756.577,5,331.29,-133.246,-80.5009,130.10399999999998,1235.48,116.145,369.016,1235.48,1.4000000000000001,1.4,1.4,True,1.4
663,1,8,0,0,3,12,4,4,0,0,0,0,0.0,0,0.0,5,412.939,542.31,549.04,751.8689999999998,1201.82,533.398,192.432,1201.82,1.4000000000000001,1.4,1.4,True,1.4
664,14,30,24,26,32,10,7,13,0,4,27,64,2.37037037,5,3951.009,5,-638.1759999999998,-196.908,-556.2330000000002,1084.66,251.836,-318.584,299.346,1084.66,1.1,1.1,1.4,False,0.0
665,14,30,18,25,30,0,0,4,42,0,30,34,1.133333333,1,647.0369999999999,3,-1169.91,-629.863,-581.318,30.3136,326.034,-279.195,167.50099999999995,0.0,0.1,0.1,0.8,False,0.0
666,14,30,47,52,114,2,1,2,0,0,4,6,1.5,1,24685.291,3,-573.391,734.1489999999999,-87.1689,-767.154,876.8839999999999,-463.78,1139.87,734.1489999999999,0.6,0.6,0.8,False,0.0
667,14,30,264,196,178,3,0,7,0,0,25,26,1.04,2,7569.969,3,-2291.6,-659.127,-1323.99,-246.444,-1698.02,-1432.99,387.524,0.0,0.1,0.1,0.8,False,0.0
