c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,ID,A1_value_gain,A2_value_gain,A3_value_gain,A4_value_gain,A5_value_gain,A6_value_gain,A7_value_gain
14,28,105,86,87,2,2,0,53,0,0,0,0,0,0,7,528,-874.6775238,-588.1997138,323.3044797,530.7908473,599.4670046,761.5297225,240.3578818
5,6,0,0,0,7,6,9,0,0,1,3,3,0,0,0,529,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,72,71,84,86,36,5,1516,0,30,214,7.133333333,10,8574.106,2,530,124.8898526,717.5380186,-1951.416695,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,116,113,125,9,2,16,0,0,21,25,1.19047619,0,14115.967,0,531,2547.420966,-588.1997138,323.3044797,530.7908473,-492.6130005,977.759175,-2438.982267
2,3,0,0,0,0,0,16,0,0,0,0,0,0,0,6,532,124.8898526,-356.6506163,-74.49924642,1167.104395,-383.6288149,761.5297225,604.8433211
14,30,81,75,125,63,2,6,0,0,7,9,1.285714286,0,9696.589,6,533,124.8898526,190.4266132,323.3044797,932.4725869,176.7262311,1074.45138,2365.330941
7,18,49,52,91,20,12,9,0,0,14,24,1.714285714,1,0,2,534,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
12,27,28,20,21,51,29,7,0,0,20,23,1.15,0,3398.327,0,535,124.8898526,190.4266132,-1951.416695,-227.0923968,-375.3436775,-70.52760062,240.3578818
6,16,12,18,30,60,49,10,136,11,0,0,0,0,4470.988,0,536,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,299.7999742,-207.5322673
14,30,71,59,76,196,71,4,0,0,10,11,1.1,0,4682.715,5,537,524.4545172,-588.1997138,323.3044797,2464.314513,-492.6130005,-546.1908036,-2438.982267
7,14,13,48,71,3,2,2,0,0,8,23,2.875,0,0,6,538,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
5,9,3,3,2,63,15,8,156,0,2,10,5,2,164.411,5,539,124.8898526,2641.821001,323.3044797,-227.0923968,599.4670046,-546.1908036,-207.5322673
14,30,55,60,88,138,54,16,0,0,5,7,1.4,2,6695.084,2,540,-874.6775238,-588.1997138,323.3044797,3671.960238,-492.6130005,3520.290046,2365.330941
14,30,17,32,68,113,43,7,2217,3,0,0,0,0,132.004,2,541,124.8898526,2641.821001,323.3044797,-438.7345687,-375.3436775,-546.1908036,-207.5322673
2,3,0,0,0,9,3,5,0,0,0,0,0,0,0,1,542,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,977.759175,1650.958762
3,8,4,2,3,33,20,4,0,0,0,0,0,0,4468.823,4,543,124.8898526,1747.844471,2476.936536,2080.846259,1322.492043,1074.45138,6285.66289
5,9,6,3,2,36,5,31,0,0,0,0,0,0,0,0,544,124.8898526,127.5414924,323.3044797,-227.0923968,176.7262311,1074.45138,877.2049144
14,30,103,91,90,19,1,7,5,2,4,4,1,1,11030.249,6,545,124.8898526,-249.3268403,1422.43522,932.4725869,599.4670046,-546.1908036,-204.3292986
14,30,130,126,141,67,21,9,0,0,20,33,1.65,2,4362.385,7,546,124.8898526,623.4118897,323.3044797,-6.050387741,176.7262311,-70.52760062,240.3578818
14,30,45,48,62,142,101,9,0,0,1,2,2,0,1689.079,0,547,-874.6775238,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,240.3578818
13,29,30,41,50,26,5,5,0,0,3,3,1,0,2831.976,5,548,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
14,30,32,46,75,25,2,4,0,0,25,64,2.56,0,10856.049,2,549,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,977.759175,517.2332925
12,26,55,35,25,18,0,3,0,21,20,125,6.25,6,7151.949,3,550,124.8898526,838.9489081,-271.138657,932.4725869,-2659.948458,1074.45138,2365.330941
14,30,63,68,108,27,4,8,0,1,4,5,1.25,0,9847.88,6,551,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
12,26,28,35,35,15,8,2,79,0,0,0,0,0,0,7,552,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,-546.1908036,517.2332925
5,16,0,0,3,4,4,5,23,0,4,5,1.25,1,0,4,553,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
10,20,2,2,2,3,0,2,0,0,19,28,1.473684211,1,0,4,554,124.8898526,190.4266132,323.3044797,932.4725869,599.4670046,1074.45138,2365.330941
14,27,15,11,16,30,17,11,517,0,14,19,1.357142857,0,0,3,555,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
1,5,0,0,1,1,0,4,0,0,0,0,0,0,2107.02,0,556,-1511.451187,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,61,50,53,1,0,5,0,0,30,304,10.13333333,14,17991.665,3,557,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,3520.290046,2365.330941
14,30,24,24,28,0,0,3,0,0,26,33,1.269230769,0,18836.503,2,558,124.8898526,-942.1926331,-1951.416695,932.4725869,-375.3436775,-546.1908036,517.2332925
4,4,0,0,0,0,0,24,0,0,0,0,0,0,0,3,559,349.2260435,-356.6506163,-74.49924642,2080.846259,1322.492043,1074.45138,1650.958762
14,30,15,14,21,21,8,8,0,0,30,348,11.6,3,10378.66,5,560,-874.6775238,1644.313426,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
4,4,2,1,0,7,0,4,0,0,1,1,1,0,2386.163,7,561,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
11,19,20,13,19,0,0,17,0,0,3,3,1,0,0,7,562,1788.118935,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
2,8,0,0,0,8,2,11,0,0,0,0,0,0,0,6,563,-1511.451187,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,12,17,25,86,26,7,15,0,30,153,5.1,3,8703.322,0,564,124.8898526,-1082.741078,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,29,25,28,29,9,1,16,0,0,28,98,3.5,5,714.777,6,565,124.8898526,-356.6506163,323.3044797,-227.0923968,-375.3436775,-70.52760062,-1815.377758
14,30,65,114,166,436,214,6,1,9,8,11,1.375,3,4398.318,7,566,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,55,54,110,651,589,6,0,0,21,38,1.80952381,2,21787.273,0,567,-874.6775238,170.0850332,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
14,30,85,69,66,399,350,5,0,0,3,3,1,1,0,2,568,1205.225628,1747.844471,1390.669249,1167.104395,-383.6288149,761.5297225,1959.988243
14,19,29,47,38,42,33,14,0,0,7,8,1.142857143,5,16218.792,7,569,124.8898526,3711.384935,1448.706815,1167.104395,1759.319369,761.5297225,604.8433211
9,22,7,8,14,2,1,3,0,0,3,4,1.333333333,1,4625.289,4,570,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
14,27,85,82,81,32,25,4,0,0,5,7,1.4,1,2871.172,5,571,124.8898526,127.5414924,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
14,30,32,40,47,89,42,12,21,0,15,21,1.4,1,4930.088,4,572,1788.118935,190.4266132,323.3044797,932.4725869,-375.3436775,-70.52760062,-1815.377758
10,21,2,3,21,43,24,10,0,0,10,18,1.8,8,414.714,4,573,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
14,16,10,14,10,0,0,2,0,0,17,113,6.647058824,0,3228.639,2,574,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
14,27,46,46,55,34,26,5,28,1,2,3,1.5,0,911.337,7,575,524.4545172,-588.1997138,323.3044797,2464.314513,599.4670046,977.759175,-2438.982267
9,9,7,20,12,1,0,7,0,0,10,35,3.5,2,6177.537,0,576,349.2260435,-356.6506163,323.3044797,932.4725869,599.4670046,-70.52760062,-1815.377758
14,28,8,9,14,11,5,7,0,0,13,18,1.384615385,2,15535.43,3,577,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,77,64,70,0,0,10,0,0,20,24,1.2,0,13935.972,5,578,124.8898526,436.8222744,323.3044797,932.4725869,-375.3436775,299.7999742,517.2332925
14,30,40,52,74,18,5,2,4,0,10,10,1,1,7767.345,0,579,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,30,83,112,138,2255,74,21,6285,40,30,51,1.7,2,1396.212,4,580,124.8898526,436.8222744,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
9,25,0,2,3,3,1,3,0,0,24,52,2.166666667,3,10248.573,5,581,124.8898526,-295.3529355,323.3044797,-227.0923968,599.4670046,977.759175,-207.5322673
4,7,0,4,4,99,9,7,0,0,2,2,1,2,0,0,582,349.2260435,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,1831.802501
5,11,72,39,62,903,1,4,0,0,10,12,1.2,0,0,7,583,124.8898526,838.9489081,1448.706815,-421.9358314,1759.319369,-70.52760062,-893.9239651
1,1,0,0,0,15,12,5,0,0,1,2,2,0,0,2,584,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
8,13,6,75,69,0,0,8,0,0,7,13,1.857142857,6,8674.916,2,585,124.8898526,-295.3529355,323.3044797,932.4725869,599.4670046,-70.52760062,240.3578818
14,29,28,35,101,5,5,6,0,0,8,12,1.5,4,1056.894,5,586,124.8898526,436.8222744,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
13,29,77,94,110,8,3,3,0,0,10,15,1.5,0,11817.581,4,587,524.4545172,1644.313426,323.3044797,-227.0923968,599.4670046,761.5297225,240.3578818
14,30,13,15,37,47,44,4,0,0,3,3,1,0,3028.847,4,588,-874.6775238,-588.1997138,-271.138657,-227.0923968,599.4670046,761.5297225,240.3578818
6,10,1,3,5,4,0,10,0,0,2,2,1,0,3712.4,5,589,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,3448.646477
14,30,49,48,53,37,4,18,0,0,28,53,1.892857143,0,7039.358,3,590,124.8898526,190.4266132,323.3044797,932.4725869,-375.3436775,-546.1908036,517.2332925
13,26,3,4,5,18,3,6,0,0,24,29,1.208333333,2,630.31,2,591,124.8898526,-1082.741078,-74.49924642,-421.9358314,-383.6288149,-70.52760062,604.8433211
7,13,6,13,9,28,21,9,0,0,1,1,1,0,0,3,592,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
14,30,22,22,30,1432,836,4,124,0,9,13,1.444444444,3,2499.741,7,593,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
4,15,0,1,1,0,0,3,0,0,12,21,1.75,0,280.67,4,594,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
3,3,5,2,1,4,2,4,0,0,4,15,3.75,2,10997.696,4,595,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
4,7,0,1,0,2,1,5,0,0,1,1,1,0,0,5,596,1205.225628,380.6326524,4422.695293,6214.014062,1375.892765,3520.290046,1650.958762
14,30,86,131,158,2,1,5,0,0,30,331,11.03333333,5,21616.869,5,597,1205.225628,380.6326524,1390.669249,1167.104395,-383.6288149,761.5297225,1959.988243
14,30,26,28,38,0,0,9,0,0,30,127,4.233333333,12,0,1,598,4834.166724,-588.1997138,323.3044797,-1076.277429,599.4670046,3520.290046,2365.330941
12,24,5,4,12,28,10,6,0,0,11,14,1.272727273,1,3331.208,3,599,124.8898526,2641.821001,323.3044797,-227.0923968,-375.3436775,-70.52760062,3138.29535
4,4,0,0,0,1,0,8,0,0,4,9,2.25,2,0,7,600,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,38,44,96,3,0,3,0,0,11,14,1.272727273,2,3226.205,0,601,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,42,40,53,257,83,11,844,23,3,9,3,2,588.28,2,602,124.8898526,436.8222744,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
2,5,5,3,4,1,1,10,4,0,0,0,0,0,0,7,603,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,977.759175,-207.5322673
14,30,21,15,20,108,81,7,0,9,2,2,1,0,678.309,2,604,1205.225628,3711.384935,1390.669249,-2550.693724,-492.6130005,761.5297225,3138.29535
14,30,3,3,3,0,0,6,0,0,30,339,11.3,3,2884.04,5,605,2547.420966,380.6326524,3618.48549,1167.104395,-383.6288149,761.5297225,604.8433211
14,29,61,49,80,9,4,5,0,0,1,1,1,1,0,3,606,124.8898526,190.4266132,323.3044797,-227.0923968,176.7262311,977.759175,-207.5322673
14,30,49,45,63,27,14,4,0,0,1,1,1,0,9521.902,1,607,124.8898526,1104.935033,-74.49924642,2080.846259,1322.492043,977.759175,1650.958762
5,9,0,2,4,0,0,5,0,0,3,5,1.666666667,1,0,4,608,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
14,30,52,45,56,6,3,9,0,0,30,209,6.966666667,22,39487.7,7,609,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,104,79,86,13,6,7,16573,20,19,27,1.421052632,1,5619.723,5,610,124.8898526,-249.3268403,-459.2245904,932.4725869,176.7262311,-546.1908036,-204.3292986
14,28,34,49,65,2,0,9,0,0,1,1,1,0,22323.725,2,611,124.8898526,-249.3268403,-781.7652567,-227.0923968,176.7262311,-546.1908036,-204.3292986
13,26,25,21,27,0,0,21,0,0,7,12,1.714285714,2,1916.346,5,612,124.8898526,190.4266132,323.3044797,932.4725869,599.4670046,-546.1908036,517.2332925
14,30,6,7,9,68,48,5,0,0,1,1,1,0,254.08,5,613,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
10,19,76,64,67,4,3,4,0,0,1,1,1,0,78.816,0,614,124.8898526,1644.313426,323.3044797,-1663.265944,599.4670046,761.5297225,3138.29535
3,5,1,1,0,2,2,2,0,0,0,0,0,0,0,4,615,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,1074.45138,-525.9189828
8,13,0,1,1,6,3,16,0,0,4,4,1,4,0,7,616,-874.6775238,-588.1997138,-271.138657,530.7908473,599.4670046,761.5297225,-1815.377758
14,30,6,6,5,1,0,10,0,0,30,351,11.7,1,3173.785,7,617,124.8898526,170.0850332,-1951.416695,932.4725869,599.4670046,761.5297225,240.3578818
5,10,2,1,1,28,18,5,0,0,5,6,1.2,5,6480.007,1,618,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,-70.52760062,240.3578818
14,30,116,105,140,2,0,14,0,0,30,40,1.333333333,1,17079.936,5,619,-874.6775238,170.0850332,1422.43522,932.4725869,-492.6130005,299.7999742,1439.555863
9,25,4,10,45,3,2,4,0,0,10,17,1.7,3,0,2,620,124.8898526,-249.3268403,-459.2245904,-6.050387741,176.7262311,-546.1908036,-204.3292986
5,13,32,25,33,3,2,8,0,0,3,3,1,1,18593.875,7,621,124.8898526,127.5414924,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
5,15,51,36,61,49,6,7,0,1,7,9,1.285714286,2,10458.266,0,622,124.8898526,190.4266132,323.3044797,932.4725869,-375.3436775,2043.412915,2365.330941
5,11,1,2,3,0,0,4,0,0,6,11,1.833333333,4,195.71,1,623,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,-70.52760062,1650.958762
14,18,107,104,65,1,1,13,221,0,0,0,0,0,18306.38,3,624,124.8898526,190.4266132,323.3044797,-227.0923968,176.7262311,-546.1908036,-207.5322673
14,30,61,59,59,29,16,3,0,0,30,268,8.933333333,0,5077.241,3,625,-1511.451187,380.6326524,-74.49924642,1167.104395,-383.6288149,761.5297225,1959.988243
7,10,2,1,1,2,0,9,0,0,5,9,1.8,2,210.897,2,626,124.8898526,1104.935033,2476.936536,406.6208889,1322.492043,6036.039715,3448.646477
13,29,58,57,86,10,8,18,0,0,11,16,1.454545455,1,11537.553,7,627,-874.6775238,-588.1997138,323.3044797,530.7908473,599.4670046,-546.1908036,-2438.982267
14,30,26,36,49,22,9,4,0,0,1,1,1,0,1151.354,1,628,349.2260435,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
10,10,38,36,22,1,0,4,0,0,11,85,7.727272727,8,3346.869,6,629,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
11,11,46,34,20,1,1,12,0,0,11,13,1.181818182,0,0,3,630,124.8898526,838.9489081,1448.706815,1167.104395,1759.319369,761.5297225,604.8433211
14,30,26,31,35,553,304,9,247,0,0,0,0,0,0,2,631,124.8898526,1644.313426,323.3044797,-1663.265944,-492.6130005,761.5297225,240.3578818
7,16,6,6,8,2,0,4,0,0,0,0,0,0,9178.689,4,632,124.8898526,-356.6506163,323.3044797,-227.0923968,599.4670046,-70.52760062,240.3578818
1,2,0,0,0,7,4,12,0,0,0,0,0,0,0,2,633,1205.225628,380.6326524,1390.669249,2080.846259,4563.048435,761.5297225,1959.988243
11,26,1,4,5,2,1,3,0,0,23,34,1.47826087,1,275.772,7,634,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
14,30,171,177,213,199,76,6,14100,3,6,9,1.5,0,0,7,635,1205.225628,4315.200358,1390.669249,3193.752769,7732.261087,761.5297225,13.85384394
13,24,5,5,5,8,1,5,0,0,8,9,1.125,0,840.021,6,636,124.8898526,838.9489081,323.3044797,-227.0923968,-375.3436775,2043.412915,2365.330941
14,30,7,9,16,8,1,9,0,0,30,220,7.333333333,17,467.608,5,637,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
1,3,0,0,0,6,6,13,0,0,0,0,0,0,0,1,638,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,-546.1908036,-204.3292986
14,30,41,51,56,0,0,4,0,0,30,66,2.2,2,11343.362,6,639,524.4545172,-588.1997138,323.3044797,-438.7345687,599.4670046,761.5297225,3138.29535
1,2,0,0,0,16,1,4,0,0,0,0,0,0,0,6,640,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
13,29,0,0,0,4,2,13,0,0,29,36,1.24137931,0,0,0,641,124.8898526,436.8222744,323.3044797,-227.0923968,-375.3436775,-70.52760062,240.3578818
5,11,0,0,0,0,0,5,0,0,2,3,1.5,0,0,6,642,124.8898526,-3321.072145,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
10,21,55,60,97,5,4,4,0,0,4,6,1.5,1,2406.377,4,643,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
9,25,2,2,4,14,3,17,0,0,1,1,1,0,1155.077,3,644,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,1074.45138,2365.330941
14,30,80,75,95,4,0,5,0,0,28,44,1.571428571,1,5055.883,0,645,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,2043.412915,1650.958762
14,29,30,27,44,0,0,12,0,0,11,13,1.181818182,3,2212.365,0,646,124.8898526,1644.313426,-271.138657,-227.0923968,599.4670046,-1483.580191,-207.5322673
13,22,65,50,47,11,7,6,0,0,9,18,2,2,0,2,647,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,3,6,9,43,21,15,1,0,30,45,1.5,0,187.979,3,648,124.8898526,190.4266132,323.3044797,-227.0923968,176.7262311,1074.45138,877.2049144
14,30,33,47,52,3,0,9,0,0,5,7,1.4,0,7079.739,0,649,124.8898526,436.8222744,-74.49924642,2080.846259,1322.492043,-70.52760062,1124.440126
13,29,9,6,7,7,3,3,0,0,27,65,2.407407407,6,1050.1,0,650,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,-70.52760062,240.3578818
14,30,21,15,19,1,0,3,0,0,29,54,1.862068966,2,51.9,0,651,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,-70.52760062,240.3578818
14,30,61,53,73,7,6,5,0,0,8,10,1.25,2,5084.906,2,652,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
1,3,0,0,0,1,0,11,0,0,1,1,1,0,0,6,653,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,1124.440126
7,21,3,3,2,27,6,8,0,0,18,22,1.222222222,1,18.295,1,654,124.8898526,-249.3268403,-459.2245904,-6.050387741,176.7262311,-546.1908036,-204.3292986
4,8,0,0,0,28,4,3,0,0,0,0,0,0,0,3,655,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,1074.45138,1070.901566
14,29,57,45,48,0,0,8,0,0,24,42,1.75,4,6240.956,5,656,124.8898526,717.5380186,-459.2245904,-227.0923968,176.7262311,-546.1908036,-204.3292986
14,21,115,114,115,15,0,6,0,0,18,32,1.777777778,4,3572.778,1,657,524.4545172,-588.1997138,-2852.946005,-4891.771717,599.4670046,-546.1908036,-2438.982267
8,22,3,18,28,23,1,4,0,0,4,9,2.25,4,0,2,658,-2927.268794,1644.313426,323.3044797,-1663.265944,599.4670046,761.5297225,-1815.377758
14,30,69,64,109,161,20,7,0,0,8,8,1,1,13099.955,3,659,124.8898526,729.3458261,323.3044797,-6.050387741,176.7262311,-1483.580191,-207.5322673
14,30,26,27,29,9,1,7,0,0,24,33,1.375,0,945.641,4,660,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
13,28,10,8,7,0,0,4,0,0,23,36,1.565217391,2,72.363,0,661,124.8898526,1104.935033,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
5,10,35,22,30,3,1,11,0,0,2,3,1.5,2,24756.577,5,662,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,299.7999742,-207.5322673
1,8,0,0,3,12,4,4,0,0,0,0,0,0,0,5,663,-1511.451187,380.6326524,-74.49924642,1167.104395,-383.6288149,761.5297225,1959.988243
14,30,24,26,32,10,7,13,0,4,27,64,2.37037037,5,3951.009,5,664,124.8898526,-1082.741078,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,18,25,30,0,0,4,42,0,30,34,1.133333333,1,647.037,3,665,124.8898526,190.4266132,-271.138657,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,47,52,114,2,1,2,0,0,4,6,1.5,1,24685.291,3,666,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,264,196,178,3,0,7,0,0,25,26,1.04,2,7569.969,3,667,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,2043.412915,1124.440126
1,2,0,0,0,1,0,10,0,0,0,0,0,0,0,3,668,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
7,15,89,82,150,27,27,4,0,0,4,5,1.25,1,8122.067,4,669,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,44,48,54,5,5,6,0,0,10,16,1.6,2,2940.214,6,670,124.8898526,4315.200358,-74.49924642,1167.104395,-383.6288149,761.5297225,604.8433211
14,30,2,2,2,0,0,22,0,0,30,62,2.066666667,1,695.003,4,671,124.8898526,-356.6506163,742.2291416,2080.846259,1322.492043,3520.290046,1650.958762
14,30,148,148,202,200,193,4,0,0,29,45,1.551724138,2,4614.973,0,672,124.8898526,-1082.741078,1448.706815,-421.9358314,-383.6288149,-70.52760062,1124.440126
1,12,13,6,52,25,9,6,0,0,3,8,2.666666667,1,9699.209,5,673,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,977.759175,517.2332925
3,7,0,0,0,0,0,11,0,0,0,0,0,0,0,1,674,1788.118935,380.6326524,1390.669249,1167.104395,-383.6288149,761.5297225,1959.988243
11,25,4,9,12,89,10,3,0,0,1,1,1,1,2740.973,6,675,124.8898526,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,676,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,977.759175,-207.5322673
9,11,6,13,11,13,10,11,10,0,1,1,1,0,947.817,2,677,124.8898526,436.8222744,-74.49924642,2080.846259,1322.492043,1074.45138,1650.958762
1,1,0,0,0,0,0,24,0,0,0,0,0,0,0,3,678,349.2260435,127.5414924,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,30,72,70,77,17,5,16,0,0,23,27,1.173913043,1,36375.173,7,679,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
4,7,0,0,0,0,0,13,0,0,0,0,0,0,0,5,680,124.8898526,3101.621018,-74.49924642,2080.846259,1322.492043,-70.52760062,1650.958762
9,16,41,23,36,3,1,5,0,11,6,9,1.5,3,0,5,681,124.8898526,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-1483.580191,-893.9239651
14,30,44,56,62,31,18,6,0,0,10,13,1.3,1,0,1,682,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
11,26,4,2,3,11,10,6,0,0,3,4,1.333333333,0,3669.154,7,683,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
2,9,1,0,7,0,0,12,0,0,2,3,1.5,0,1006.384,5,684,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
2,3,0,1,0,4,2,16,0,0,0,0,0,0,2880.006,5,685,124.8898526,190.4266132,323.3044797,932.4725869,-375.3436775,-546.1908036,517.2332925
14,30,46,37,71,293,184,6,35,0,30,40,1.333333333,3,10993.251,3,686,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,56,63,90,7,0,7,0,0,29,130,4.482758621,24,2951.266,5,687,124.8898526,729.3458261,323.3044797,932.4725869,176.7262311,-70.52760062,240.3578818
14,30,18,60,72,6,0,11,0,0,5,5,1,2,4387.056,4,688,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,977.759175,517.2332925
14,28,30,43,54,17,10,5,0,0,19,26,1.368421053,4,0,1,689,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,-70.52760062,240.3578818
2,2,10,5,3,0,0,16,0,0,0,0,0,0,11894.859,3,690,124.8898526,170.0850332,323.3044797,932.4725869,-492.6130005,761.5297225,3138.29535
4,4,0,0,0,51,14,24,68,0,0,0,0,0,0,1,691,124.8898526,190.4266132,323.3044797,932.4725869,599.4670046,1074.45138,2365.330941
14,30,5,5,7,2,0,5,0,0,30,97,3.233333333,5,4999.487,1,692,1788.118935,729.3458261,323.3044797,932.4725869,176.7262311,-70.52760062,-1815.377758
13,29,9,7,12,4,0,4,0,0,29,60,2.068965517,1,4627.074,4,693,1205.225628,380.6326524,1390.669249,6214.014062,1375.892765,761.5297225,1959.988243
10,20,84,71,83,274,140,7,1,1,7,13,1.857142857,1,22121.228,2,694,124.8898526,-295.3529355,323.3044797,932.4725869,599.4670046,299.7999742,-207.5322673
14,30,39,28,50,1,1,7,0,0,23,28,1.217391304,1,4756.372,1,695,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
13,28,0,0,0,6,5,12,4,0,27,30,1.111111111,1,91.968,2,696,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,2043.412915,877.2049144
