exp_group,predict_1,predict_2,predict_3,predict_4,predict_5,predict_6,predict_7
0,-978.6339999999999,-622.248,-515.799,323.999,-229.605,-338.184,582.1469999999999
0,454.605,200.25900000000001,298.258,716.0930000000001,975.8789999999999,562.409,119.14
0,-179.38299999999998,128.17,-57.9465,75.0332,689.179,156.003,524.6469999999999
2,-1731.38,-776.2639999999999,-1102.82,-738.507,-48.9376,-346.108,-123.663
3,-1595.25,238.80599999999998,-419.099,313.075,-410.577,-941.637,1161.81
3,-1830.02,-439.347,-893.814,-608.9830000000001,-1367.87,-488.895,849.7539999999999
5,-1446.55,-1347.96,-1832.64,-226.69799999999998,57.0216,-414.407,-387.529
4,-177.141,714.5419999999999,378.70599999999996,774.252,1192.89,541.361,1046.0
4,-2272.85,-654.909,-1006.2,-108.04299999999999,-343.776,-997.174,239.261
7,-1471.43,283.015,-290.268,-773.457,374.36199999999997,-781.758,446.413
4,318.87,556.264,88.2855,2953.37,2041.89,381.634,1327.86
2,-121.854,251.57,-512.524,-492.353,851.323,222.192,821.0319999999999
1,-953.6160000000001,-169.861,-350.288,-294.475,299.964,-297.221,236.52599999999998
6,-1496.53,338.273,-486.403,-54.9623,2.2187799999999998,-925.438,736.959
0,379.63699999999994,45.7459,58.50899999999999,625.054,696.758,140.30200000000002,-22.6141
5,262.895,332.466,600.7869999999999,567.42,1160.48,506.909,302.184
4,-0.43281400000000003,351.608,-190.926,627.3340000000001,894.8639999999999,183.472,518.502
4,258.383,95.2207,322.303,744.6139999999999,739.077,344.57,244.528
2,-632.424,95.5012,-429.329,-265.52099999999996,551.808,-831.913,293.842
2,481.87800000000004,250.535,479.33,662.2360000000001,962.935,344.256,80.1732
6,395.48199999999997,431.789,472.09,760.5319999999999,1086.95,336.916,247.55700000000002
1,417.801,196.732,310.572,706.107,775.703,440.04900000000004,192.78
3,413.033,182.91400000000002,357.028,649.221,882.301,613.555,153.937
5,30.7742,654.771,-87.4708,623.294,853.9739999999999,352.81199999999995,664.0010000000001
6,473.88199999999995,175.187,101.229,552.313,949.8710000000001,9.6954,27.6336
6,-1189.57,-1326.8,-921.818,-98.7925,129.489,89.2359,-376.791
1,-167.734,157.043,-272.306,600.8240000000001,584.933,519.4069999999999,497.589
0,399.976,74.3641,192.253,624.1,860.3919999999999,490.11199999999997,126.697
7,-1486.37,-1172.13,-2366.32,2096.7,-1292.95,-844.367,292.868
1,-1318.4,553.216,-272.572,-538.888,377.519,-869.69,842.7869999999999
7,-195.176,242.396,-318.618,713.6,1049.41,335.296,147.96
0,135.428,258.48,-222.636,701.571,1058.75,208.38,208.03599999999997
5,452.87,216.352,328.085,652.439,983.7239999999999,592.84,66.4323
3,-1066.38,119.90299999999999,-738.9810000000001,787.38,1044.93,-413.17900000000003,536.255
5,-1293.21,-450.06800000000004,-899.455,-223.822,-476.319,-874.549,332.209
3,-1041.81,495.54,-525.021,-334.994,634.3380000000001,-158.137,966.345
1,-1004.21,-440.385,-633.049,-372.275,119.454,84.6268,316.217
1,-1115.32,-1122.99,-805.3989999999999,63.8292,71.098,-94.3389,-22.9819
4,155.39600000000002,125.28,-188.7,1201.47,1873.12,106.194,259.183
5,-3657.74,-2709.99,-2740.17,-669.587,-730.903,-983.445,-1114.36
0,236.768,380.95599999999996,80.5692,3162.05,1729.83,-197.433,1202.36
6,535.806,114.335,120.42299999999999,501.75,935.926,224.132,130.029
4,429.004,556.904,346.545,687.26,750.14,126.611,827.56
3,-2360.34,-825.539,-1270.39,-519.555,-1400.86,-901.997,822.88
5,-735.548,231.59900000000002,-363.685,1216.68,1776.17,-764.135,924.1489999999999
7,-204.015,603.382,-333.38199999999995,80.0573,1092.81,-205.49,1058.16
1,16.4343,354.51800000000003,62.1385,199.61700000000002,1029.45,523.511,115.13799999999999
4,-2121.83,-3094.4,-2039.84,-473.026,-505.587,-513.621,-928.949
7,-343.129,-876.2489999999999,-549.283,1920.32,38.1003,-707.168,429.256
0,-835.4780000000001,-114.15100000000001,-237.734,-359.82599999999996,257.355,-172.588,-62.6722
6,-685.868,-74.0272,-278.457,-47.5715,499.88599999999997,13.3568,221.675
0,-984.3589999999999,460.789,168.544,685.778,491.16900000000004,-353.98900000000003,1012.24
7,329.472,144.285,26.2087,592.1759999999999,837.5269999999999,60.6535,76.7228
1,37.798,238.604,-205.65900000000002,483.719,698.283,206.80200000000002,390.23199999999997
1,401.49,156.815,351.844,669.436,951.03,589.904,109.444
0,483.977,-12.1208,-76.8387,669.206,670.434,177.274,-169.28900000000002
3,-1985.91,-162.35,-959.452,-326.258,-942.403,-1173.31,479.24699999999996
1,72.8224,-9.5087,-275.45,725.0160000000001,1635.47,520.581,438.059
2,-255.825,30.8581,80.6309,259.33099999999996,827.1,136.344,307.56
6,-1595.98,-2343.08,-902.692,-8.303510000000001,-284.05400000000003,-432.334,-353.73699999999997
3,-2631.74,-1522.77,-2299.14,-496.58,84.6518,-869.035,-397.05
7,-964.4169999999999,-438.561,-508.93,-301.642,63.0114,9.7576,210.80599999999998
2,-738.721,16.6981,-568.5509999999999,3032.42,-49.9737,-877.993,1154.03
5,218.09900000000002,-40.7431,-67.3546,797.305,767.908,220.947,-71.3421
2,-1134.79,-743.6510000000001,-424.444,-401.142,167.047,-85.9357,128.721
4,-1595.63,-2843.45,-2832.58,142.184,-55.5092,-502.745,-264.66900000000004
7,-1242.67,-302.566,-348.63800000000003,-214.37900000000002,125.611,-149.033,605.924
2,-90.8667,166.945,7.96892,592.33,940.697,85.8193,301.791
7,-815.828,-171.19299999999998,-402.74800000000005,-193.57299999999998,61.013999999999996,217.62,-29.3377
6,-1055.17,405.898,-352.602,-164.364,442.69599999999997,-553.484,971.8480000000001
6,-1676.65,-81.5912,-605.992,111.427,-1204.67,-876.9860000000001,940.05
1,261.758,165.623,349.139,614.956,814.164,510.173,105.23899999999999
7,-55.9927,1.65042,-600.553,1695.18,203.183,-332.181,578.188
2,461.491,24.6141,375.48199999999997,668.72,1102.71,312.916,158.63
2,323.959,150.972,344.41,630.941,887.28,565.124,152.968
7,-2257.9,-488.991,-1190.39,-256.04,-1731.83,-967.0010000000001,486.08099999999996
5,-469.412,-29.3369,-309.17400000000004,62.3809,799.579,300.184,121.455
3,400.379,199.09,362.974,610.239,946.9739999999999,529.1709999999999,116.205
2,209.602,59.6381,-399.006,514.371,830.828,165.542,525.104
4,-916.59,-187.34900000000002,-681.066,-345.05199999999996,-13.3778,-127.836,24.9532
1,-229.09099999999998,858.9010000000001,819.635,1511.13,1253.47,506.481,1297.9
3,-1011.52,-255.58900000000003,-603.21,-735.686,-97.0188,-294.212,306.106
1,-473.05400000000003,249.077,-216.639,-640.696,821.415,-381.18,480.274
1,-1571.79,242.613,-554.184,-181.104,55.7146,-1070.3,335.621
3,-2403.19,-782.61,-1322.75,-298.233,-2038.9,-1177.79,373.07800000000003
4,-668.8389999999999,-61.9948,-205.50099999999998,478.806,431.834,-567.798,999.8389999999999
0,316.008,185.197,288.616,688.1510000000001,711.7610000000001,417.10699999999997,222.135
5,-173.763,-360.431,-954.7919999999999,450.055,801.617,-15.6346,121.63600000000001
1,-1279.77,58.8234,-384.87800000000004,-479.094,271.03700000000003,-459.63800000000003,363.126
3,-12.2918,361.977,266.04,607.778,961.0980000000001,367.967,667.047
4,-237.31,594.53,486.95099999999996,559.9019999999999,1330.73,504.906,730.797
1,91.3443,113.959,-60.0871,292.505,978.915,146.343,431.366
1,-280.454,235.94299999999998,-399.402,61.5719,1034.72,179.037,983.91
7,-1015.11,-342.837,-419.702,-402.964,19.0575,-359.973,339.50699999999995
0,-1822.46,-908.628,-816.2669999999999,-804.6469999999999,-921.515,-683.529,580.8969999999999
7,-1589.37,-273.647,-630.368,-5.2577,435.866,-801.555,669.6460000000001
7,-434.566,411.93,-75.0156,95.2159,1046.6,-661.064,785.155
5,-1033.06,590.701,-201.731,485.45300000000003,776.196,-250.079,1229.19
0,524.431,203.537,354.276,574.446,995.587,411.902,173.255
5,-1068.21,-177.71400000000003,-235.683,3.69286,398.10400000000004,-402.23699999999997,434.80800000000005
1,113.274,-98.9165,138.149,442.129,869.916,591.924,214.234
2,360.841,96.2795,-17.3825,479.708,866.711,325.243,314.843
6,-1249.0,-920.2819999999999,-512.278,-817.549,-17.567999999999998,-410.467,185.733
4,-710.3389999999999,380.783,-45.8826,557.399,1058.48,-74.612,472.608
3,148.667,-56.4882,181.356,600.809,905.798,349.44800000000004,67.1503
6,313.736,719.15,362.63300000000004,701.3539999999999,1227.1,454.027,372.205
2,36.3505,22.6683,-217.832,696.117,901.388,426.43300000000005,351.655
5,407.895,189.551,373.13800000000003,685.804,852.138,563.481,74.9629
7,-142.276,223.27,296.716,246.447,1234.43,246.36900000000003,126.98899999999999
0,-116.52799999999999,687.3389999999999,235.362,513.443,919.441,196.343,779.2330000000001
7,-587.559,604.965,-302.20799999999997,-212.88,896.118,-329.255,587.828
3,-815.807,120.774,-560.21,-460.452,675.28,45.3821,478.05699999999996
4,-34.6351,-84.3633,-913.153,978.63,1026.7,-34.6707,-8.37617
7,-1530.66,-79.9084,-809.635,-1174.78,-572.734,-707.4060000000001,327.906
6,-1041.5,-721.322,-482.851,-571.323,137.822,-306.47700000000003,42.0578
2,-608.7090000000001,715.7669999999999,439.04900000000004,1553.62,1067.69,-5.34204,1314.92
0,-384.80699999999996,871.3560000000001,146.211,692.846,1140.09,-27.4361,943.595
5,286.966,144.05700000000002,327.798,625.715,895.643,609.448,128.065
0,-1460.67,328.773,-847.8480000000001,-458.029,-352.14300000000003,-386.14,812.926
4,146.844,173.953,276.92900000000003,560.736,1201.69,389.84,428.36199999999997
0,471.61199999999997,-35.4476,-101.006,599.609,1021.21,110.361,190.894
2,-38.9039,793.813,571.374,636.461,1283.14,458.341,799.57
7,98.698,672.063,513.44,618.188,1233.65,455.186,703.188
0,-852.015,518.281,45.2831,-112.06299999999999,671.012,94.4938,644.879
5,-831.86,-266.568,-518.972,997.377,195.71200000000002,-94.6818,378.14599999999996
3,-608.9630000000001,-1283.09,-976.699,1621.44,812.803,-10.776,124.73
4,-913.3989999999999,-581.0930000000001,-598.219,-345.24699999999996,4.43069,-215.34,-87.7418
5,-720.153,353.286,-276.906,-373.906,737.615,146.361,627.65
6,-3239.16,-3074.81,-2709.74,-616.077,-348.0,-764.512,-922.665
3,-908.203,-540.115,-418.106,-359.496,144.783,146.211,279.236
3,-298.622,475.25699999999995,-157.055,562.306,881.19,26.4913,724.762
3,523.0509999999999,253.074,310.435,720.382,976.012,555.38,80.7945
3,33.9779,-4.41046,-100.2,534.016,873.698,573.644,428.005
4,256.055,237.995,153.414,506.36,1229.2,509.42699999999996,270.575
4,-3161.51,-3037.37,-3083.32,-393.024,-349.8,-749.541,-1418.92
0,-1936.62,-337.834,-886.1610000000001,-884.091,-132.908,-1234.95,-45.1145
5,-1569.94,-99.8709,-794.336,-38.204,-467.142,-856.8489999999999,532.944
1,372.41,54.1827,28.7458,273.307,1009.81,295.384,516.342
2,-2437.25,-1045.56,-2201.57,709.682,-120.589,-1178.4,-62.3315
0,-571.261,24.2275,-350.69599999999997,188.696,623.446,222.484,155.881
4,335.853,80.4994,-412.45099999999996,668.044,798.1,125.074,17.2786
6,395.63699999999994,90.1241,270.142,681.695,837.948,304.597,242.278
0,-2387.42,-1929.78,-863.528,-1205.11,-84.9377,-488.213,-400.731
5,-95.6974,351.73900000000003,272.70099999999996,758.943,846.582,255.65099999999998,786.367
1,-953.008,-531.883,-193.22400000000002,-315.657,435.404,-92.3762,128.917
2,-103.728,287.60400000000004,-202.06799999999998,-591.05,877.4889999999999,-0.587102,837.6460000000001
4,-681.783,514.403,16.3457,328.959,666.831,-624.17,704.602
4,424.598,-15.9454,-92.6064,666.794,656.247,293.498,-147.394
5,-2511.32,-2125.77,-1259.86,-1008.08,-613.636,-317.695,-229.183
6,-926.553,249.03400000000002,-518.307,-729.133,650.0880000000001,-192.17,1067.16
5,-578.688,73.7246,-154.672,53.3487,767.545,171.273,354.70599999999996
0,-273.625,55.5855,-144.455,544.0219999999999,917.6519999999999,369.24699999999996,424.18300000000005
3,-61.5784,544.151,311.788,569.937,911.9110000000001,211.748,900.3589999999999
4,-1105.04,-656.768,-461.689,-536.599,-5.76374,-332.63599999999997,193.396
4,-828.283,-585.246,-524.078,-262.066,13.9712,-164.19299999999998,-179.34400000000002
0,300.348,202.18900000000002,335.39599999999996,668.5319999999999,818.5419999999999,456.907,206.537
1,-1975.96,-1697.96,-2495.7,-207.66400000000002,99.1273,-427.64599999999996,-447.71
0,521.821,96.4432,3.63299,724.113,783.7860000000001,42.0691,342.94199999999995
5,-813.43,-18.2031,-621.3430000000001,3290.46,-153.424,-916.554,1286.95
7,-442.037,357.04699999999997,-237.513,327.421,616.08,199.25,137.613
6,-2037.5,-148.61,-758.2,-210.418,-193.433,-1274.84,225.171
4,-23.1798,-111.07600000000001,-913.3589999999999,1048.48,1023.16,100.16,-207.25799999999998
7,329.029,53.138000000000005,474.185,643.622,947.1389999999999,651.251,315.113
5,-2173.19,-1751.15,-1518.52,1230.04,-1993.8,-1105.31,344.73400000000004
5,-143.469,-167.87900000000002,-591.275,2820.18,763.148,-442.99300000000005,926.936
3,-376.046,78.0457,-57.3477,-173.30200000000002,707.7869999999999,-251.03799999999998,700.11
4,387.959,74.9364,45.1337,194.785,980.444,123.219,493.494
6,469.908,2.01506,190.41,492.298,967.1489999999999,82.3485,16.8955
5,-604.433,-18.5263,-532.339,2759.24,375.901,-1117.69,1117.13
6,-263.89099999999996,181.077,190.322,42.1574,997.4689999999999,93.6304,636.714
6,-768.034,946.085,306.055,930.495,493.30699999999996,-263.57599999999996,985.832
7,-2233.93,-1896.94,-2501.06,-587.589,199.422,-700.586,-367.485
5,-1507.34,-76.5118,-571.404,355.01300000000003,-1078.85,-912.5319999999999,1259.97
4,135.292,277.063,-62.1371,1338.36,1916.85,410.33,792.65
2,-163.282,76.3475,-334.51300000000003,307.34,726.0010000000001,423.774,312.752
5,-2025.78,-86.6518,-668.638,349.73400000000004,-1231.49,-1285.42,895.607
3,412.379,268.349,217.687,602.576,915.716,224.63,181.14700000000002
6,-731.107,500.93199999999996,14.2853,243.06599999999997,332.102,-397.43300000000005,1090.98
4,-971.7139999999999,-585.746,-702.697,42.7746,-4.09846,-420.162,425.38699999999994
4,-893.2919999999999,146.525,-485.616,2769.35,-423.62,-761.561,1254.49
2,386.85900000000004,52.3685,35.0094,537.8530000000001,853.4960000000001,288.464,-38.3536
0,-123.82799999999999,652.626,316.209,701.068,841.5260000000001,368.74800000000005,352.164
6,-58.1878,71.5305,380.159,321.08799999999997,912.836,399.63800000000003,234.18599999999998
7,-273.112,606.081,447.791,673.775,1351.68,353.32800000000003,1045.79
0,-1063.58,-450.411,-324.92900000000003,-510.95099999999996,-36.4448,-161.789,181.262
2,-634.18,476.441,-339.418,-277.205,650.928,226.96599999999998,617.799
2,-1235.93,-989.174,-655.76,-406.026,78.2312,-330.995,-56.7999
7,-1683.87,47.4863,-658.931,165.738,640.906,-782.53,472.148
0,197.43200000000002,113.165,-50.6233,772.461,898.556,305.809,94.7087
2,-2337.95,-2473.19,-1868.96,-427.534,-635.57,-829.2139999999999,-113.556
0,-2395.06,-492.88699999999994,-1152.17,17.7774,-895.0939999999999,-1562.52,636.977
6,314.934,236.968,256.658,654.021,782.6080000000001,486.19199999999995,224.239
6,-1360.3,-197.487,-510.712,-270.728,65.6654,-785.2289999999999,1050.5
2,-555.589,889.03,-114.48,327.509,1071.11,-380.39300000000003,1790.73
0,-612.129,769.451,8.70721,168.331,719.799,72.1533,749.365
0,632.17,559.188,-43.3499,2426.36,2322.39,453.292,1058.36
5,-1226.88,622.3969999999999,-173.81799999999998,424.849,382.04400000000004,-853.054,856.7280000000001
6,-228.35299999999998,713.296,-307.366,-0.208981,858.8810000000001,-157.639,984.448
5,-173.31599999999997,159.378,-679.947,1210.04,1991.21,72.2109,528.044
2,-1282.03,627.957,129.42700000000002,293.714,970.08,-737.885,1559.6
2,-353.666,482.256,-65.9458,2374.94,1779.68,14.6207,1363.67
1,434.36400000000003,464.029,463.38800000000003,712.904,1088.01,425.27,105.99799999999999
4,108.949,889.828,602.659,726.12,1254.5,372.311,598.516
0,4.34475,331.699,323.528,831.1310000000001,1047.84,285.757,598.069
6,-1459.25,101.02600000000001,-576.9490000000001,350.069,193.925,-767.31,662.012
7,-2103.93,-250.79,-849.9830000000001,311.26599999999996,-1650.85,-1394.99,911.816
0,-1000.74,578.849,-42.458999999999996,1105.43,807.4630000000001,-600.571,1250.82
5,-583.038,395.18699999999995,-218.79,-364.36400000000003,895.903,-245.261,890.305
2,-1274.75,100.051,-721.957,-642.909,28.6244,-524.607,521.05
3,-238.479,-579.82,-584.08,1399.35,638.823,178.30200000000002,183.917
6,-794.073,415.57800000000003,-76.8948,-75.6987,626.34,-526.155,1084.62
7,-332.314,389.103,-109.081,1116.47,1744.89,-6.720110000000001,696.1419999999999
4,178.347,45.4644,-258.76,663.795,1169.45,173.638,398.772
4,-11.665,73.0887,-211.90099999999998,423.092,758.015,91.8202,307.06
3,-727.4580000000001,352.324,-523.099,942.9739999999999,1354.54,-56.4596,901.092
0,492.38199999999995,279.659,488.466,675.4839999999999,1047.53,545.428,135.7
3,-2848.13,-2898.17,-3154.18,-772.9760000000001,-793.2689999999999,-799.918,-1190.83
2,-864.6239999999999,-123.6,-374.116,-487.79,210.864,-296.095,142.66899999999998
3,251.595,172.24099999999999,315.017,678.638,780.578,414.833,219.773
5,-2037.23,-1504.03,-2396.97,-3.3804300000000005,103.27,-594.749,-275.199
7,522.992,161.188,510.33099999999996,733.025,1075.61,439.778,80.1644
7,176.33599999999998,-1.16115,12.7895,300.532,716.865,284.361,426.94199999999995
6,336.579,235.275,314.80400000000003,671.211,999.2339999999999,513.996,43.2869
0,-1016.19,-885.503,-691.893,214.736,-141.995,-407.91900000000004,510.11800000000005
6,-1105.36,-797.003,-669.444,-162.062,0.573695,-82.2215,250.59900000000002
7,-444.455,829.0930000000001,-9.37277,2612.81,70.0756,-816.211,1150.13
0,-1142.35,737.547,102.02799999999999,961.115,387.069,-832.268,1272.07
2,-1369.69,629.289,-435.709,914.5830000000001,367.99800000000005,-1072.0,688.314
7,-497.415,707.177,-40.6104,19.7455,782.695,-373.27099999999996,1145.99
4,429.048,68.6496,-7.760619999999999,333.27,1084.39,232.28099999999998,88.63
5,-1442.03,574.906,-217.89700000000002,-327.705,228.928,-909.112,659.549
4,-958.3539999999999,390.35900000000004,-337.798,203.15400000000002,641.48,-380.62800000000004,868.095
4,-674.007,-799.788,-739.5039999999999,171.139,451.704,154.588,409.842
2,-270.443,-158.724,-644.89,478.94199999999995,593.6990000000001,352.48800000000006,118.616
7,-826.935,353.426,-11.7341,774.928,752.2560000000001,-241.91299999999998,1130.05
0,6.43291,127.369,-261.843,595.35,938.8939999999999,326.404,466.457
3,-597.521,237.482,41.0885,195.78599999999997,904.206,244.593,510.347
5,-1701.8,-19.9629,-941.405,-913.368,-25.2608,-1020.55,-362.649
0,-886.9630000000001,537.089,60.8576,-219.155,901.578,-527.602,932.915
4,-603.357,-365.61800000000005,-846.488,2448.86,-214.236,-785.61,712.1110000000001
5,-377.63300000000004,-141.183,-591.876,215.24599999999998,306.223,-68.8994,70.0014
0,-59.9607,566.74,471.264,760.535,1235.31,399.048,722.975
7,-821.798,319.407,-364.26199999999994,218.78900000000002,589.76,-520.611,750.779
2,333.44699999999995,500.939,-53.4253,658.686,842.9689999999999,225.47400000000002,31.7519
2,-457.899,644.811,-399.598,-336.32199999999995,989.1669999999999,-15.1096,572.401
5,-537.387,540.716,-25.2977,-644.2130000000001,930.693,-181.084,1465.14
4,-1497.07,229.71099999999998,-480.077,-685.118,89.0406,-516.9730000000001,822.163
4,-549.222,659.693,363.18300000000005,99.5358,1252.45,52.8281,716.8430000000001
5,472.98699999999997,-48.3535,205.87400000000002,612.1080000000001,885.453,567.726,218.019
3,-1599.98,-671.806,-603.2959999999999,-463.55199999999996,160.429,-818.552,656.1419999999999
2,-729.154,89.2032,-161.412,196.421,658.047,193.303,91.184
3,117.18700000000001,560.7230000000001,527.862,659.023,1036.64,448.20300000000003,860.091
7,-459.36300000000006,492.152,-2.7734,1828.93,1798.51,-314.778,897.31
4,208.187,105.133,-294.883,579.383,703.023,223.593,364.413
4,273.387,119.895,-32.7145,723.1289999999999,916.693,236.71400000000003,145.321
5,483.36300000000006,141.779,329.024,617.7130000000001,994.054,505.626,164.46
5,-2369.97,-1248.54,-2518.2,-643.258,-1362.19,-1065.56,-321.55400000000003
1,-2327.16,-2461.9,-1485.28,-650.3240000000001,-360.546,3.30997,-867.99
3,-267.453,682.547,75.0027,402.529,877.4019999999999,386.18699999999995,713.1
7,366.074,45.5849,-111.03,645.494,789.738,256.27099999999996,83.1932
0,-770.6310000000001,590.432,22.2996,-871.314,701.8989999999999,-377.048,1061.93
2,159.241,198.484,-177.455,3260.24,1636.58,-371.11,1165.69
7,314.026,28.3135,249.505,679.1060000000001,906.703,391.29,151.709
2,241.058,624.056,590.965,2022.43,1321.58,75.9491,1159.53
5,-1725.43,-1551.93,-2510.88,44.8788,41.663000000000004,-402.98900000000003,-673.462
3,-758.179,749.6089999999999,-38.3383,-463.789,856.735,-551.694,892.7510000000001
1,-877.5139999999999,526.65,-13.1596,-96.8848,1226.7,-498.82199999999995,902.27
4,384.17800000000005,15.3211,-48.9639,472.54,762.273,233.581,-29.4577
7,-2812.48,-3002.14,-1710.28,-721.831,-725.953,-593.96,-911.811
5,-990.404,73.7668,-612.18,1290.47,397.892,-783.342,634.4540000000001
2,-683.159,623.969,-169.067,-314.57099999999997,951.3430000000001,-77.464,928.6189999999999
5,-400.158,-117.58,-434.24300000000005,-202.356,777.643,-192.141,359.981
5,-410.13599999999997,768.165,558.736,488.541,1465.97,250.57,954.967
0,-814.062,302.471,-369.009,-439.39599999999996,925.102,-630.504,102.691
4,434.404,297.447,449.07,618.98,992.302,339.00199999999995,77.6981
7,387.05300000000005,221.893,11.3663,492.923,951.025,285.904,356.265
7,-1922.81,-1584.75,-2491.73,-55.1,120.54299999999999,-442.29400000000004,-459.67
1,203.208,652.545,173.13299999999998,406.86800000000005,1182.34,291.65,514.7819999999999
5,-2420.38,-863.625,-1387.5,-226.59900000000002,-1158.14,-1248.24,418.595
2,-261.289,157.017,-262.472,50.283,750.0219999999999,545.429,241.09599999999998
7,234.718,74.3636,141.482,129.043,1193.4,75.7937,446.284
0,-179.04,465.37199999999996,126.447,515.275,1202.5,-264.999,1015.89
1,444.708,-81.2116,-137.035,431.527,821.1189999999999,184.16400000000002,183.797
3,-1412.89,184.643,-681.154,429.411,660.541,-557.4590000000001,215.58700000000002
3,-1648.99,-1222.19,-2256.12,-534.351,-21.0507,-896.1260000000001,-320.20599999999996
2,427.841,-85.4816,-61.1896,598.144,878.47,224.90099999999998,94.9895
7,-1400.67,557.2180000000001,-195.12099999999998,-600.055,539.243,-791.059,1169.58
1,-644.518,495.806,-5.92084,79.6341,1049.63,-18.0939,784.345
6,-563.062,-1618.46,-1276.02,-373.33099999999996,304.255,34.4791,174.43900000000002
3,-407.194,48.4516,329.92900000000003,215.28900000000002,802.3910000000001,95.0252,608.56
2,-549.174,467.296,88.1481,2330.21,1610.7,-63.0263,1192.1
4,539.8480000000001,212.50099999999998,610.442,618.281,1152.11,613.891,406.86800000000005
2,342.043,411.26,405.051,744.0880000000001,871.5889999999999,480.85900000000004,51.5824
7,-567.46,232.58,-342.02099999999996,63.996,613.482,139.092,29.5359
7,-1253.37,-19.0562,-589.511,2909.03,-451.811,-1013.5,1155.75
6,-190.72400000000002,42.6637,104.85700000000001,411.349,748.217,434.91,494.189
5,-2547.58,-3060.81,-1804.16,-450.08099999999996,-517.7090000000001,-697.125,-1191.82
1,286.195,610.229,351.23400000000004,686.0889999999999,815.065,423.82300000000004,228.483
6,-1386.68,-579.261,-741.035,-837.796,-53.244,-469.273,254.304
6,500.11300000000006,297.421,394.191,773.525,1173.36,596.696,5.22285
0,-952.6419999999999,-485.978,-428.17400000000004,-230.662,-134.925,77.8568,371.685
6,456.941,-35.1617,160.64700000000002,582.332,750.654,263.823,52.4658
4,-434.661,726.427,305.325,-354.402,931.947,-615.38,1396.46
3,-91.1202,180.571,220.516,765.8739999999999,802.5110000000001,276.915,364.54400000000004
0,-1809.59,-391.284,-931.831,-1022.99,-292.07599999999996,-995.665,332.515
0,-604.025,192.37599999999998,-414.95300000000003,-681.92,853.405,182.988,330.233
2,-855.63,433.75199999999995,-185.86,-187.39700000000002,584.919,-157.517,528.743
3,-1308.24,-311.767,-478.37199999999996,-143.254,-160.451,-429.119,628.307
0,-590.035,108.55,-384.68800000000005,-463.798,687.8,-76.2949,993.5939999999999
0,-880.28,-432.616,-650.139,-359.849,-42.0703,-135.713,-104.5
0,-908.8839999999999,-556.543,-544.6659999999999,-470.86300000000006,59.3783,-303.68,-42.7281
2,-972.96,513.012,-211.707,-771.3439999999999,530.9159999999999,-763.2460000000001,497.409
6,369.041,51.6751,241.338,701.42,874.302,490.349,102.179
1,-151.034,543.57,-77.6405,584.286,945.215,222.176,849.485
3,284.899,554.004,500.5,717.925,1343.23,516.307,284.873
5,-1374.6,-272.655,-1064.08,-610.025,110.855,-324.388,57.7795
1,-1833.71,-242.326,-748.8739999999999,-503.463,-868.615,-886.148,713.275
2,381.07099999999997,79.4218,-291.455,319.97,1002.67,311.18,451.535
3,-1188.41,454.212,-220.507,292.346,367.01599999999996,-772.676,1378.79
4,-1113.5,-175.57299999999998,-422.286,-431.647,288.999,-161.553,167.007
0,-686.938,278.428,-333.31699999999995,-10.9528,483.548,-108.425,128.762
5,331.29,-133.246,-80.5009,130.10399999999998,1235.48,116.145,369.01599999999996
5,412.939,542.31,549.04,751.8689999999999,1201.82,533.398,192.43200000000002
5,-638.1759999999999,-196.908,-556.2330000000001,1084.66,251.83599999999998,-318.584,299.346
3,-1169.91,-629.863,-581.318,30.3136,326.034,-279.195,167.50099999999998
3,-573.391,734.1489999999999,-87.1689,-767.154,876.8839999999999,-463.78,1139.87
3,-2291.6,-659.127,-1323.99,-246.44400000000002,-1698.02,-1432.99,387.524
3,419.68699999999995,158.013,311.884,699.492,917.6010000000001,595.684,69.7907
4,-1016.97,450.17199999999997,-131.56799999999998,-140.827,82.777,-580.984,1328.77
6,-1017.39,320.414,25.4343,-303.555,827.342,-312.224,877.4910000000001
4,-1213.02,-849.727,-747.6339999999999,-343.356,-29.7592,-596.383,-332.75199999999995
0,-1936.24,-547.991,-732.0169999999999,1297.48,-1783.94,-1415.94,953.7860000000001
5,100.875,438.715,-196.47299999999998,366.47900000000004,1025.58,155.523,459.599
1,321.182,176.13099999999997,301.944,619.415,882.695,556.606,92.4967
6,-59.0637,627.566,584.5369999999999,600.4590000000001,1271.91,375.789,817.931
2,407.50699999999995,197.426,309.892,711.9810000000001,849.451,563.011,58.5039
2,116.71600000000001,283.276,225.15400000000002,704.914,1103.73,341.426,580.139
3,316.008,175.958,281.157,736.17,711.7610000000001,456.13199999999995,201.17
7,-1591.35,408.67800000000005,-606.345,-770.48,89.7121,-862.174,302.968
5,275.191,183.29,351.283,615.316,825.829,598.323,132.11
5,755.4010000000001,170.359,-61.2667,1293.81,1337.82,-22.3719,548.436
1,-1131.09,542.665,-78.7342,-290.87,688.7539999999999,-522.932,738.538
7,-112.738,494.339,73.6928,534.992,874.1289999999999,259.816,316.191
5,315.39,-102.584,-15.718,550.175,691.31,220.97799999999998,-20.1964
5,298.39,246.015,224.46,608.091,814.852,432.528,213.813
3,-1280.94,-168.808,-336.414,1080.44,213.43,-1018.38,1121.96
5,-2764.0,-1799.09,-1405.14,-742.362,-603.5509999999999,-515.231,-497.759
